hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.03195898429254783,0.23839922435914387,0.11209277
2,1,0.02946792586660556,0.23825294572125275,0.11209277
3,1,0.030719056155263477,0.39366903293823835,0.10988404
4,1,0.03262154820618311,0.5029924154662442,0.10877968
5,1,0.0,0.5469877799835854,0.10767532
6,1,0.018510528001280727,0.4123858660490684,0.10767532
7,1,0.1694226415224124,0.2165732901023374,0.10877968
8,1,0.3770427617884061,0.504562867251978,0.11154059
9,1,0.5697191542139804,0.1403226086956522,0.27609056
10,1,0.7038881404625816,0.17308041237623661,0.28216455
11,1,0.5085751296802077,0.18601680357608807,0.30369961
12,1,0.7377132833744361,0.20235558481043084,0.23246825
13,1,0.6355011844617983,0.42705359078852057,0.140254
14,1,0.4548634084952098,0.5677318755422828,0.16620652
15,1,0.4979297514710348,0.5850972513192062,0.14356709
16,1,0.6147754416653584,0.6693771506365557,0.14577581
17,1,0.38565349568494306,0.28231413884914425,0.2192159
18,1,0.2414408907564455,0.5496059235106148,0.22197681
19,1,0.06774262264032116,0.2713979362544446,0.19933738
20,1,0.0,0.545519039814245,0.17062396
21,1,0.0,0.6811839695945647,0.16620652
22,1,0.018052392245489355,0.40357015276619806,0.16289343
23,1,0.015172120945054041,0.5201563548856852,0.14301491
24,1,0.0130917711112536,0.32835070937872757,0.11043622
1,2,0.023718133874647898,0.0,0.11209277
2,2,0.023108501198492122,0.0,0.11209277
3,2,0.02373197627157911,0.0,0.10988404
4,2,0.021549905506598358,0.0,0.10877968
5,2,0.0,0.0,0.10767532
6,2,0.00859373216309791,0.0,0.10767532
7,2,0.1002407404257892,0.0,0.10877968
8,2,0.3113767200978464,0.0,0.11154059
9,2,0.5390938736828708,0.23911049532935658,0.27609056
10,2,0.7106629120643734,0.028566609695469758,0.28216455
11,2,0.829507202303314,0.08892294768384809,0.30369961
12,2,0.8958389424157192,0.015850028210557733,0.23246825
13,2,0.9106991931002846,0.20423339201672394,0.140254
14,2,0.6733279818451231,0.0,0.16620652
15,2,0.5357751463431856,0.47891276460920984,0.14356709
16,2,0.5031514261157588,0.6595292094286743,0.14577581
17,2,0.3575613199461124,0.6866344122465051,0.2192159
18,2,0.2522962046889906,0.4947683225089367,0.22197681
19,2,0.07981008225455134,0.44021526009916956,0.19933738
20,2,0.0013485315470726546,0.4843991888815604,0.17062396
21,2,0.0,0.35271566594375636,0.16620652
22,2,0.01436284167485554,0.220654742885983,0.16289343
23,2,0.01308896794521278,0.42777167999193966,0.14301491
24,2,0.012507110889075695,0.05769432574360152,0.11043622
1,3,0.027069211157886585,0.0,0.11209277
2,3,0.029830903303611267,0.08024298917449184,0.11209277
3,3,0.03064426426866369,0.1686946388852841,0.10988404
4,3,0.02990246810847405,0.46370428021401855,0.10877968
5,3,0.0,0.36231911312413884,0.10767532
6,3,0.02094720148934679,0.15858076592160802,0.10767532
7,3,0.21445954127327013,0.3267583907918523,0.10877968
8,3,0.4403612916775399,0.30267391304347824,0.11154059
9,3,0.6370377142984031,0.08928695652173914,0.27609056
10,3,0.7919270469731267,0.04055391304347826,0.28216455
11,3,0.8916475207138691,0.23435522093374123,0.30369961
12,3,0.9082965774236235,0.09394173913043478,0.23246825
13,3,0.9215032669733905,0.3934620088477118,0.140254
14,3,0.5262962508929552,0.5160288597001336,0.16620652
15,3,0.7122782925177835,0.6492151970061828,0.14356709
16,3,0.5101327057028073,0.646057955754507,0.14577581
17,3,0.36390975052413305,0.4342206281363524,0.2192159
18,3,0.21070704775768517,0.6158677911255062,0.22197681
19,3,0.04918941879692445,0.4161984966891475,0.19933738
20,3,,0.27444030390634333,0.17062396
21,3,0.0,0.9206466830012462,0.16620652
22,3,0.01447081078567104,0.3445523258345309,0.16289343
23,3,0.01145450069426577,0.28318211017121464,0.14301491
24,3,0.009564603374787248,0.2628314289340132,0.11043622
1,4,0.02683838486372894,0.0,0.11209277
2,4,0.026698958801030043,0.027635207451019918,0.11209277
3,4,0.02913943502089194,0.06814946613833386,0.10988404
4,4,0.030178943811602025,0.42342507943579716,0.10877968
5,4,0.0,0.46220187400542384,0.10767532
6,4,0.021143870540938893,0.16603187894522736,0.10767532
7,4,0.17806612064254962,0.0018460869565217462,0.10877968
8,4,0.3883857787106722,0.35404956521739134,0.11154059
9,4,0.5815239815526548,0.13229826086956517,0.27609056
10,4,0.7418039530852614,0.0,0.28216455
11,4,0.8189272767738031,0.004617405098319948,0.30369961
12,4,0.8445340560219597,0.20811660285825162,0.23246825
13,4,0.7620565695210889,0.47235757602571943,0.140254
14,4,0.807036020755604,0.45018230171712004,0.16620652
15,4,0.696522953506347,0.873032546316466,0.14356709
16,4,0.4384848578556636,0.843591264074141,0.14577581
17,4,0.426820007008416,1.0,0.2192159
18,4,0.2331925570814486,0.45314798211633883,0.22197681
19,4,0.06553892117196808,0.9101861430193001,0.19933738
20,4,,0.9111017990242821,0.17062396
21,4,0.0,0.9201274123077623,0.16620652
22,4,0.013761084276591048,0.317504196481599,0.16289343
23,4,0.010942629728532145,0.5136736862702259,0.14301491
24,4,0.009085101613177455,0.5453452554772305,0.11043622
1,5,0.02581200060909151,0.4860143386827504,0.11209277
2,5,0.02411891117494339,0.12581351183569053,0.11209277
3,5,0.02349232475762187,0.53448120550086,0.10988404
4,5,0.02056047604502379,0.6539946211191223,0.10877968
5,5,0.0,0.5912791334471487,0.10767532
6,5,0.01691129420926912,0.49834252115638217,0.10767532
7,5,0.16344762111636313,0.22899878918278582,0.10877968
8,5,0.37634878134600713,0.386286510318117,0.11154059
9,5,0.5789284709938747,0.012499096826265729,0.27609056
10,5,0.7340113076542224,0.0,0.28216455
11,5,0.36628493264034634,0.028445061794285628,0.30369961
12,5,0.5006802229030416,0.14325128151523614,0.23246825
13,5,0.7341382949035542,0.3995919044906786,0.140254
14,5,0.7933381168484227,0.6379097203292233,0.16620652
15,5,0.5935496128507534,0.45763939095816736,0.14356709
16,5,0.39357103381193553,0.22122441141590923,0.14577581
17,5,0.3953449998681038,0.5211937443671172,0.2192159
18,5,0.2171798143638623,0.15080994022722455,0.22197681
19,5,0.07015074152392842,0.0,0.19933738
20,5,0.0,0.0,0.17062396
21,5,0.0,0.3557046252944894,0.16620652
22,5,0.013541672558557427,0.4965317076897635,0.16289343
23,5,0.01195885644642248,0.3899146728712142,0.14301491
24,5,0.010995186940337293,0.25643993835793216,0.11043622
1,6,0.026130299310446605,0.017545907563029203,0.11209277
2,6,0.025177025289139145,0.009996200580528612,0.11209277
3,6,0.025902870291798486,0.03538189487645756,0.10988404
4,6,0.024674788302015485,0.0036713323508911454,0.10877968
5,6,0.0,0.051753520940040654,0.10767532
6,6,0.00914265139801573,0.02449171652698363,0.10767532
7,6,0.1745895096008126,0.0,0.10877968
8,6,0.39556017953492756,0.0,0.11154059
9,6,0.5903828994310407,0.33742661362694526,0.27609056
10,6,0.7581594836498571,0.15038561652166232,0.28216455
11,6,0.8718763702077691,0.0,0.30369961
12,6,0.939378074201755,0.06783611117591282,0.23246825
13,6,0.8853084534788033,0.19030271048537312,0.140254
14,6,0.7650142745146896,0.5110830906601459,0.16620652
15,6,0.668975835829598,0.33668085938999565,0.14356709
16,6,0.4577119707227249,0.49769502482941486,0.14577581
17,6,0.32187096555421385,0.7088356747387807,0.2192159
18,6,0.2286363487290201,0.5627099792536999,0.22197681
19,6,0.07992646599777765,0.4935648859763756,0.19933738
20,6,0.0011685411926667675,0.8398985330538997,0.17062396
21,6,0.0,0.36723927694258346,0.16620652
22,6,0.015295098980895178,0.428979727287149,0.16289343
23,6,0.013530808360993051,0.3050445550226268,0.14301491
24,6,0.01290388812943681,0.28377300390047305,0.11043622
1,7,0.02492030452300073,0.8474951930703369,0.11209277
2,7,0.02380110436773409,0.9055565717883348,0.11209277
3,7,0.02334198833003262,0.48058077352483153,0.10988404
4,7,0.020374449242920648,0.6699715190720648,0.10877968
5,7,0.0,0.7134223934582604,0.10767532
6,7,0.01674274133335527,0.6855248976494088,0.10767532
7,7,0.17373213910865795,0.6811915559980478,0.10877968
8,7,0.3885495902128225,0.6480300160363122,0.11154059
9,7,0.5852999952106194,0.35368613616937283,0.27609056
10,7,0.7418501252586437,0.36916881444749367,0.28216455
11,7,0.8152336294063423,0.0,0.30369961
12,7,0.8283757131139002,0.35814217241644564,0.23246825
13,7,0.9074854530707034,0.29797698889863045,0.140254
14,7,0.7896587475407851,0.3736469854836204,0.16620652
15,7,0.7014495576946339,0.4236713253508791,0.14356709
16,7,0.6246512695591475,0.43018745236340766,0.14577581
17,7,0.40098739560631713,0.529227002241688,0.2192159
18,7,0.23189021239657834,0.4316816630894606,0.22197681
19,7,0.0668665812179083,0.0,0.19933738
20,7,0.0,0.0,0.17062396
21,7,0.0,0.33279342036022996,0.16620652
22,7,0.012469437156336322,0.1460262879632501,0.16289343
23,7,0.011517289306567823,0.49999206528945234,0.14301491
24,7,0.010643149132588401,0.18786134200992707,0.11043622
1,8,0.02676084218289913,0.11552665526405201,0.11209277
2,8,0.027394097782066282,0.052326291913673474,0.11209277
3,8,0.029468396224227575,0.04293277895425711,0.10988404
4,8,0.020100301722131394,0.0,0.10877968
5,8,0.0,0.0,0.10767532
6,8,0.01011473553870815,0.45184713881584077,0.10767532
7,8,0.15702159638443913,0.0,0.10877968
8,8,0.3695362159582305,0.13446785207905543,0.11154059
9,8,0.5764446502046434,0.12268799411630617,0.27609056
10,8,0.7449872331442139,0.0,0.28216455
11,8,0.8603879584285369,0.22996691987391324,0.30369961
12,8,0.9227436940233554,0.34746549003019095,0.23246825
13,8,0.9391789592465553,0.4110730073119019,0.140254
14,8,0.894856542143399,0.37618630927895635,0.16620652
15,8,0.762734441444132,0.4806117489257619,0.14356709
16,8,0.6448791535466009,0.4845711526752995,0.14577581
17,8,0.4734456471186415,0.6734669206760143,0.2192159
18,8,0.2690927050866435,0.38916224609361605,0.22197681
19,8,0.07349010022800617,0.34346537746443456,0.19933738
20,8,0.0,0.3905630096885064,0.17062396
21,8,0.0,0.37405766902676696,0.16620652
22,8,0.014434980758421485,0.2271364575491835,0.16289343
23,8,0.012631247897756081,0.28374610491265057,0.14301491
24,8,0.010667805174195246,0.2734590372212978,0.11043622
1,9,0.03172321171843189,0.0729991715040682,0.11209277
2,9,0.026218531316028307,0.0,0.11209277
3,9,0.024116241903224145,0.13947511098474283,0.10988404
4,9,0.02164563415705855,0.14977369853068112,0.10877968
5,9,0.0,0.18894255244459454,0.10767532
6,9,0.012988134987028555,0.11685469318700292,0.10767532
7,9,0.1282206786020361,0.12808024926237346,0.10877968
8,9,0.31737283455846055,0.2695789059461215,0.11154059
9,9,0.5590475004066285,0.0,0.27609056
10,9,0.7343075552895978,0.26466424432556623,0.28216455
11,9,0.854556538023821,0.07760697007857756,0.30369961
12,9,0.9204651306175963,0.19533840088533563,0.23246825
13,9,0.893321243593643,0.23600513516420324,0.140254
14,9,0.840098995987194,0.25531662229331714,0.16620652
15,9,0.6858570480808519,0.7043221554850284,0.14356709
16,9,0.6561396903446741,0.5396636538307963,0.14577581
17,9,0.4876866840304943,0.5586487911147701,0.2192159
18,9,0.2659144623733276,0.37500349402017064,0.22197681
19,9,0.08455706421562556,0.4227674190477928,0.19933738
20,9,0.0,0.4526389357924659,0.17062396
21,9,0.0,0.3400900640320842,0.16620652
22,9,0.017087222877097748,0.42005761256441543,0.16289343
23,9,0.01408237808139479,0.1963080138346557,0.14301491
24,9,0.011880008280471767,0.35593221805852293,0.11043622
1,10,0.026321453894140544,0.014022575734799958,0.11209277
2,10,0.0244470912526337,0.1575944775759564,0.11209277
3,10,0.024593161394259946,0.453345846877755,0.10988404
4,10,0.022261645949242306,0.4063783417633332,0.10877968
5,10,0.0,0.7810462779968015,0.10767532
6,10,0.01108975992829736,0.5012333610509276,0.10767532
7,10,0.16288128232644258,0.0,0.10877968
8,10,0.38775084966952816,0.6108270797202896,0.11154059
9,10,0.6063436925261737,0.4624519180258123,0.27609056
10,10,0.7782938929789107,0.479402481354639,0.28216455
11,10,0.8975525735963488,0.3148160481707747,0.30369961
12,10,0.9615832766371278,0.19766291840181208,0.23246825
13,10,0.9573681262736278,0.2445242726202457,0.140254
14,10,0.8651594217609964,0.457001398873401,0.16620652
15,10,0.7247969816817651,0.4559297987824745,0.14356709
16,10,0.45802965377111166,0.6556573473361356,0.14577581
17,10,0.22966379059838363,0.6841316989353798,0.2192159
18,10,0.149894334756475,0.4853574468679621,0.22197681
19,10,0.06952201516205554,0.5230303121120008,0.19933738
20,10,0.0,0.6021544003258971,0.17062396
21,10,0.0,0.4389738884502261,0.16620652
22,10,0.013915976311092215,0.19675679282203176,0.16289343
23,10,0.01197917109500647,0.1367332775708719,0.14301491
24,10,0.010546569468697286,0.32459211655877157,0.11043622
1,11,0.02799555932382809,0.0,0.11209277
2,11,0.02988467922758368,0.017692807338726607,0.11209277
3,11,0.030253019975405925,0.0,0.10988404
4,11,0.02797484835274418,0.1086854782749106,0.10877968
5,11,0.0,0.03713010031914571,0.10767532
6,11,0.017723909270514284,0.535997333974969,0.10767532
7,11,0.14401245384811684,0.09741681799678542,0.10877968
8,11,0.3558258287232127,0.257994393831316,0.11154059
9,11,0.5659522885001254,0.31804832441098047,0.27609056
10,11,0.7412382256047235,0.14162120398090047,0.28216455
11,11,0.8667721816088915,0.24414646221981026,0.30369961
12,11,0.940212558648509,0.31162612277925716,0.23246825
13,11,0.9629868340790652,0.3777288571585541,0.140254
14,11,0.8572708489936065,0.44909674714776476,0.16620652
15,11,0.5194135693280154,0.6421498451082762,0.14356709
16,11,0.5828864886443306,0.3708786782706189,0.14577581
17,11,0.4906816412172306,0.5981071539706729,0.2192159
18,11,0.29479421068443806,0.5606664080940975,0.22197681
19,11,0.08447130543812331,0.37561934113690976,0.19933738
20,11,0.0,0.452494072683708,0.17062396
21,11,0.0,0.340702897445755,0.16620652
22,11,0.014482308598532155,0.4535662904458704,0.16289343
23,11,0.011896249756042034,0.40939355195393945,0.14301491
24,11,0.010143511685433395,0.20729419197432217,0.11043622
1,12,0.026806497852983776,0.0,0.11209277
2,12,0.026719215091383114,0.09361279582147587,0.11209277
3,12,0.019386504016507433,0.01613363925166512,0.10988404
4,12,0.015551434490666151,0.0,0.10877968
5,12,0.0,0.0,0.10767532
6,12,0.006335302391190714,0.0,0.10767532
7,12,0.139192691688746,0.015525667436497916,0.10877968
8,12,0.3527503731059635,0.0,0.11154059
9,12,0.5575709809940513,0.0,0.27609056
10,12,0.727992510811605,0.02340954942101629,0.28216455
11,12,0.8480596541074055,0.091938011816907,0.30369961
12,12,0.9168830679245824,0.21935997217641903,0.23246825
13,12,0.8628574041841004,0.2731847420150476,0.140254
14,12,0.5570063185787986,0.5122235232057342,0.16620652
15,12,0.516931684452167,0.590515324000119,0.14356709
16,12,0.504758300926024,0.6225507731240377,0.14577581
17,12,0.36160958245020075,0.9575967854615773,0.2192159
18,12,0.21179183801770274,0.5100645653457292,0.22197681
19,12,0.06865573682643103,0.57782202257739,0.19933738
20,12,0.0021563642398222814,0.43708210002501774,0.17062396
21,12,0.0,0.22125584062759157,0.16620652
22,12,0.01396796095120725,0.18476350163307348,0.16289343
23,12,0.01289335490628138,0.15864438696085306,0.14301491
24,12,0.012471637629278704,0.07589861752507382,0.11043622
1,13,0.02812867482690439,0.3906343764108108,0.11209277
2,13,0.02770554311356815,0.5056081334622762,0.11209277
3,13,0.02833078499500874,0.24001976455644047,0.10988404
4,13,0.031060724921630718,0.0,0.10877968
5,13,0.0,0.08249706143887042,0.10767532
6,13,0.019028177469051676,0.5945054523639915,0.10767532
7,13,0.23622651596082636,0.3943340287464789,0.10877968
8,13,0.473620191163507,0.0,0.11154059
9,13,0.6744339200778006,0.10381756629550189,0.27609056
10,13,0.8318605793326387,0.09999998873506828,0.28216455
11,13,0.9303639348531596,0.15552347826086957,0.30369961
12,13,0.9706841953111228,0.20412110894453034,0.23246825
13,13,0.9557746806940537,0.19945390685875608,0.140254
14,13,0.8812333377673803,0.45288043723273375,0.16620652
15,13,0.7719678748609722,0.4137762836968308,0.14356709
16,13,0.4796327475794488,0.3879152128141111,0.14577581
17,13,0.3894991221320472,0.5926457461142877,0.2192159
18,13,0.21189850150408904,0.4897559158046511,0.22197681
19,13,0.046838475729405596,0.37704720535250014,0.19933738
20,13,0.0,0.3703748457235729,0.17062396
21,13,0.0,0.40403090012427356,0.16620652
22,13,0.014566085114086995,0.563302362792037,0.16289343
23,13,0.012393946447930494,0.7403126594077422,0.14301491
24,13,0.01049744776999575,0.8198859898315258,0.11043622
1,14,0.031459394167520915,0.0,0.11209277
2,14,0.03138254231536601,0.09576963503261586,0.11209277
3,14,0.02668250453548661,0.20235159183419874,0.10988404
4,14,0.024830061649008577,0.09030851112185471,0.10877968
5,14,0.0,0.05909409465307612,0.10767532
6,14,0.012300281558736546,0.2396169501357911,0.10767532
7,14,0.18354452076337271,0.5286719361306168,0.10877968
8,14,0.41092266538310895,0.48514759330935614,0.11154059
9,14,0.6166476884585442,0.22264009443733349,0.27609056
10,14,0.7788667705572995,0.19107649501655505,0.28216455
11,14,0.8911006207424942,0.23053237678524752,0.30369961
12,14,0.9541834342807486,0.2710985140568835,0.23246825
13,14,0.9539580614288715,0.21840717982699717,0.140254
14,14,0.8007563459647857,0.2988861345203759,0.16620652
15,14,0.6172105278822163,0.17639095495853657,0.14356709
16,14,0.6299739168839384,0.48141995084279865,0.14577581
17,14,0.3639906109082572,0.5640991846421888,0.2192159
18,14,0.25010624313613317,0.3637195887781252,0.22197681
19,14,0.06685992601397332,0.3057579959971307,0.19933738
20,14,0.0,0.49238935521404925,0.17062396
21,14,0.0,0.29050392067328384,0.16620652
22,14,0.01471680481033547,0.31187946211356066,0.16289343
23,14,0.012362689516788216,0.1707216417224801,0.14301491
24,14,0.010365549422771382,0.12568070300171427,0.11043622
1,15,0.0266426308078176,0.09999739653680292,0.11209277
2,15,0.023691349077917357,0.0,0.11209277
3,15,0.02315857193742829,0.10037999005694548,0.10988404
4,15,0.022241283688401756,0.06870488272937603,0.10877968
5,15,0.0,0.03407845468273503,0.10767532
6,15,0.009423333838262007,0.0,0.10767532
7,15,0.09911696721453367,0.0,0.10877968
8,15,0.34626579372379185,0.27099983817138584,0.11154059
9,15,0.5740571976524407,0.41691099678224514,0.27609056
10,15,0.7393628168136154,0.0,0.28216455
11,15,0.8538888905075545,0.021806541778936574,0.30369961
12,15,0.9151177271151555,0.05934140872567524,0.23246825
13,15,0.9143569584602194,0.29852500908380464,0.140254
14,15,0.8429469384682324,0.3372630850117541,0.16620652
15,15,0.7518279309778224,0.3315344534244708,0.14356709
16,15,0.6093751332837063,0.5708087678901764,0.14577581
17,15,0.4091107454691407,0.6005392149641312,0.2192159
18,15,0.22674779703086878,0.42194847190296236,0.22197681
19,15,0.06880379784020584,0.5799381646575678,0.19933738
20,15,1.7942827331446633e-5,0.31559741793024837,0.17062396
21,15,0.0,0.5123892292213831,0.16620652
22,15,0.015588250107863634,0.37518875661081497,0.16289343
23,15,0.013837048817000836,0.450140311357358,0.14301491
24,15,0.013136142658494361,0.0,0.11043622
1,16,0.026225160550575548,0.0,0.11209277
2,16,0.026172941012773447,0.0,0.11209277
3,16,0.0238614660989544,0.0,0.10988404
4,16,0.019335552119430086,0.0,0.10877968
5,16,0.0,0.0,0.10767532
6,16,0.009075574650743094,0.0,0.10767532
7,16,0.15120375082230225,0.0,0.10877968
8,16,0.36314905497738353,0.0,0.11154059
9,16,0.5685241447230394,0.21161789874283482,0.27609056
10,16,0.7400599442507009,0.0,0.28216455
11,16,0.8590092314707474,0.04998274291670602,0.30369961
12,16,0.9105059230619492,0.05522236662238834,0.23246825
13,16,0.6893295778544861,0.2026107162593937,0.140254
14,16,0.7841152111591362,0.2658881152965406,0.16620652
15,16,0.5630853775076695,0.26294801927588235,0.14356709
16,16,0.5074052347798801,0.5558266273169893,0.14577581
17,16,0.3906609698156145,0.6419138982880748,0.2192159
18,16,0.24339892835477153,0.5008004631860947,0.22197681
19,16,0.08045750404621749,0.4128073985008959,0.19933738
20,16,0.001566956224089428,0.695170899907402,0.17062396
21,16,0.0,0.5337134972943269,0.16620652
22,16,0.014690852390501476,0.0,0.16289343
23,16,0.013524360290206547,0.19955227338116566,0.14301491
24,16,0.012934146063615787,0.037076942403934526,0.11043622
1,17,0.03131871558638094,0.0,0.11209277
2,17,0.027361636731857288,0.0958815982542437,0.11209277
3,17,0.02725968371431621,0.0,0.10988404
4,17,0.024694556866575876,0.0,0.10877968
5,17,0.0,0.12569376066434335,0.10767532
6,17,0.010849034461948369,0.0,0.10767532
7,17,0.08812049350882205,0.39140963321060335,0.10877968
8,17,0.32969266264602765,0.0,0.11154059
9,17,0.5728856262862264,0.07610124120726687,0.27609056
10,17,0.7585817313923297,0.0,0.28216455
11,17,0.8710935970653878,0.04341000625489751,0.30369961
12,17,0.9300500938426929,0.2593287873515564,0.23246825
13,17,0.9377487881779203,0.12515811246718248,0.140254
14,17,0.5496327898095897,0.4752357364905801,0.16620652
15,17,0.6721956703909416,0.5080293698874342,0.14356709
16,17,0.6314098415764228,0.6483273399994645,0.14577581
17,17,0.4583619443110958,0.6093102752944212,0.2192159
18,17,0.24160494877950708,0.37333967959221365,0.22197681
19,17,0.07268558381197011,0.40842082326047274,0.19933738
20,17,0.0,0.6482454761101577,0.17062396
21,17,0.0,0.5515752092610541,0.16620652
22,17,0.017188852353952396,0.5912285640414408,0.16289343
23,17,0.014243731445005743,0.409923056385174,0.14301491
24,17,0.01239506180696743,0.11930531790306716,0.11043622
1,18,0.025460597951836254,0.002675790023305965,0.11209277
2,18,0.02202411796451138,0.0,0.11209277
3,18,0.02127327096178145,0.0,0.10988404
4,18,0.021068760961132842,0.0,0.10877968
5,18,0.0,0.0,0.10767532
6,18,0.005551953125076648,0.0,0.10767532
7,18,0.11423505716790483,0.0,0.10877968
8,18,0.3140697010409587,0.0,0.11154059
9,18,0.5110753047989494,0.06272636712517389,0.27609056
10,18,0.676521155701255,0.0,0.28216455
11,18,0.7945530114119195,0.4306029023328569,0.30369961
12,18,0.875742555082079,0.46727554675761956,0.23246825
13,18,0.8987706184501195,0.43386842250586943,0.140254
14,18,0.869720435590761,0.5389965071203507,0.16620652
15,18,0.7903612015961635,0.4552300899101997,0.14356709
16,18,0.6492869291211807,0.5113625604376016,0.14577581
17,18,0.46141504823077706,0.701393962058637,0.2192159
18,18,0.27351907553261295,0.5542708713254664,0.22197681
19,18,0.09209249976546667,0.5371080223963843,0.19933738
20,18,0.0023736162782107923,0.2731475594433083,0.17062396
21,18,0.0,0.46772475269296665,0.16620652
22,18,0.014842823683369415,0.7265906322280146,0.16289343
23,18,0.013769417861787696,0.1530456992717659,0.14301491
24,18,0.012828643236473787,0.1494016623972932,0.11043622
1,19,0.023751633182135377,0.06029345978750104,0.11209277
2,19,0.02210557919802214,0.0896590800031086,0.11209277
3,19,0.02324142788625817,0.02363519434518425,0.10988404
4,19,0.021209830776342767,0.0,0.10877968
5,19,0.0,0.0,0.10767532
6,19,0.00454519561554318,0.0,0.10767532
7,19,0.11087464680420052,0.0828295120495361,0.10877968
8,19,0.303668622327547,0.0,0.11154059
9,19,0.49228367345848356,0.0,0.27609056
10,19,0.6492671041153765,0.10548118001233088,0.28216455
11,19,0.7690621528740803,0.42105524332544375,0.30369961
12,19,0.842257757628958,0.3342259463005054,0.23246825
13,19,0.8316588559866288,0.6083090677091201,0.140254
14,19,0.8000546082005412,0.5629987241255282,0.16620652
15,19,0.7303471586546151,0.548703476910639,0.14356709
16,19,0.5682753296902456,0.6145687069357975,0.14577581
17,19,0.4252479376340506,0.7612396973871995,0.2192159
18,19,0.24961830371805432,0.6007121788500002,0.22197681
19,19,0.07771987540716034,0.48716328805639825,0.19933738
20,19,0.0025815212833169717,0.5250162289116725,0.17062396
21,19,0.0,0.2919618636948249,0.16620652
22,19,0.013863744792177161,0.20710005448531624,0.16289343
23,19,0.012492517622616411,0.20938595290929307,0.14301491
24,19,0.012340987173321225,0.0696866773441398,0.11043622
1,20,0.034591795070154516,0.0,0.11209277
2,20,0.030814868222146716,0.0,0.11209277
3,20,0.030267085361683762,0.10288596654604913,0.10988404
4,20,0.028991299972697566,0.05105610777919325,0.10877968
5,20,0.0,0.0,0.10767532
6,20,0.006508869974994958,0.0,0.10767532
7,20,0.08393234629083679,0.0035711141926726224,0.10877968
8,20,0.23205333511009524,0.0,0.11154059
9,20,0.5362776287860401,0.0,0.27609056
10,20,0.7226647518733036,0.0,0.28216455
11,20,0.8384844473673034,0.3377665067545463,0.30369961
12,20,0.9154260202721269,0.4113387751064545,0.23246825
13,20,0.9234369348496426,0.5881266576860248,0.140254
14,20,0.6393688662646476,0.5808277084342109,0.16620652
15,20,0.7869337570321541,0.5336279679252094,0.14356709
16,20,0.6489599658886976,0.49857062202738534,0.14577581
17,20,0.44254946918838795,0.6359749949376237,0.2192159
