hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.023889757365773624,0.4209777235801094,0.08818636
2,1,0.025309272950310054,0.0,0.08763172
3,1,0.026792075265748297,0.7731523056174798,0.08596783
4,1,0.025545387959656073,0.2657013522784161,0.08430394
5,1,0.0,0.13579300129119354,0.08374931
6,1,0.0473211974117971,0.030199944291992725,0.08319468
7,1,0.19324405865907754,0.27904742256576204,0.08430394
8,1,0.2018278896874513,0.08391190784904248,0.14919578
9,1,0.48446384667651887,0.3709869476562567,0.31003882
10,1,0.7114837237682012,0.3474712826947694,0.31336661
11,1,0.5445506784529562,0.10354105191610546,0.31613977
12,1,0.7666380878572677,0.3800964756033008,0.28452579
13,1,0.8448159227445722,0.29710129342418545,0.16971714
14,1,0.7946402137228984,0.061793581297473185,0.291736
15,1,0.7784969787396518,0.08151141520827634,0.29783694
16,1,0.6509795184465554,0.0,0.26955075
17,1,0.4870885108405221,0.0,0.26178591
18,1,0.30333200275862027,0.0,0.25568497
19,1,0.12279208229072251,0.0,0.23904603
20,1,0.009421255872784267,0.22319624814683134,0.15917915
21,1,0.0,0.0,0.11758181
22,1,0.03190529572021337,0.0,0.11702718
23,1,0.0268194506710307,0.0,0.10537992
24,1,0.02383772502697934,0.0,0.09650582
1,2,0.018762713902372885,0.0,0.08818636
2,2,0.02131381315986641,0.0,0.08763172
3,2,0.019510933672049233,0.0,0.08596783
4,2,0.019793167972655918,0.0,0.08430394
5,2,0.0,0.0011947833648182637,0.08374931
6,2,0.03308861295608327,0.0,0.08319468
7,2,0.17609404660353092,0.1113113832833441,0.08430394
8,2,0.3417110925368129,0.0,0.14919578
9,2,0.5174691805646437,0.0,0.31003882
10,2,0.5273041081671266,0.0,0.31336661
11,2,0.727197485893987,0.18653321996600541,0.31613977
12,2,0.8705305597361873,0.2240630670553824,0.28452579
13,2,0.8799998466319575,0.3948337140309743,0.16971714
14,2,0.8632301655420788,0.3023248167168547,0.291736
15,2,0.7854174065579338,0.3485421341411892,0.29783694
16,2,0.6714803796118216,0.3356071380569237,0.26955075
17,2,0.5165903002495119,0.3558024645334397,0.26178591
18,2,0.3388510628684869,0.2932699091639164,0.25568497
19,2,0.15455285745746275,0.24448352240085153,0.23904603
20,2,0.01823740074167009,0.14138095979733994,0.15917915
21,2,0.0,0.11848638575454826,0.11758181
22,2,0.02088674312961895,0.1810018152395905,0.11702718
23,2,0.016537794179674725,0.0,0.10537992
24,2,0.01483601802418298,0.01133759830525944,0.09650582
1,3,0.017301242709311913,0.33567172416087254,0.08818636
2,3,0.01701628747508083,0.032272407189197924,0.08763172
3,3,0.018842086419962767,0.2690233650607675,0.08596783
4,3,0.01908767786119408,0.0,0.08430394
5,3,0.0,0.322623409016804,0.08374931
6,3,0.06792450193841397,0.5090368701974274,0.08319468
7,3,0.23304915347962898,0.0013367155986045987,0.08430394
8,3,0.30597995797343885,0.0973208695652174,0.14919578
9,3,0.3315186661074325,0.0,0.31003882
10,3,0.5695771847265868,0.333227694551215,0.31336661
11,3,0.6775007813117827,0.1476337732380031,0.31613977
12,3,0.6525704675338727,0.3795376491921167,0.28452579
13,3,0.8798194014005702,0.30067682700448295,0.16971714
14,3,0.8659692891243911,0.715357123484779,0.291736
15,3,0.7694581472479174,0.15072815667794676,0.29783694
16,3,0.6180634418348134,0.0,0.26955075
17,3,0.44270247714782207,0.0,0.26178591
18,3,0.26448298773155954,0.0,0.25568497
19,3,0.0939040982437945,0.0,0.23904603
20,3,0.0065497363134094785,0.0,0.15917915
21,3,0.0,0.2663151571988555,0.11758181
22,3,0.025127116623774134,0.0,0.11702718
23,3,0.020127517524838455,0.0,0.10537992
24,3,0.018124316169447787,0.0,0.09650582
1,4,0.01669345901661672,0.33754934454498375,0.08818636
2,4,0.01707057133218842,0.3857689261263896,0.08763172
3,4,0.01866620717377809,0.2478011360566283,0.08596783
4,4,0.01762010709262548,0.41574867623862627,0.08430394
5,4,0.0,0.3460649158987815,0.08374931
6,4,0.05552754083497971,0.2572257252833062,0.08319468
7,4,0.21660653688011952,0.21898332655291936,0.08430394
8,4,0.338349389067781,0.13455065540678576,0.14919578
