시간,총부하MW,실부하MW
2025-05-25 오전 11:40:00,29495.441406,28805.431641
2025-05-25 오전 11:45:00,29291.300781,28594.349609
2025-05-25 오전 11:50:00,28903.958984,28146.148438
2025-05-25 오전 11:55:00,28859.615234,28132.451172
2025-05-25 오후 12:00:00,28788.580078,28079.34375
2025-05-25 오후 12:05:00,29092.941406,28389.636719
2025-05-25 오후 12:10:00,29202.751953,28500.054688
2025-05-25 오후 12:15:00,29040.697266,28334.027344
2025-05-25 오후 12:20:00,29075.675781,28372.732422
2025-05-25 오후 12:25:00,29464.427734,28762.929688
2025-05-25 오후 12:30:00,29278.230469,28558.933594
2025-05-25 오후 12:35:00,29202.085938,28430.339844
2025-05-25 오후 12:40:00,29252.630859,28521.246094
2025-05-25 오후 12:45:00,29542.111328,28826.720703
2025-05-25 오후 12:50:00,29446.201172,28678.361328
2025-05-25 오후 12:55:00,29343.369141,28564.289062
2025-05-25 오후 1:00:00,29303.408203,28567.236328
2025-05-25 오후 1:05:00,29707.005859,28993.978516
2025-05-25 오후 1:10:00,29859.474609,29094.490234
2025-05-25 오후 1:15:00,29838.072266,29066.234375
2025-05-25 오후 1:20:00,29602.390625,28831.865234
2025-05-25 오후 1:25:00,29580.285156,28813.28125
2025-05-25 오후 1:30:00,29727.662109,29001.091797
2025-05-25 오후 1:35:00,29918.447266,29127.503906
2025-05-25 오후 1:40:00,29916.603516,29116.097656
2025-05-25 오후 1:45:00,29920.042969,29115.427734
2025-05-25 오후 1:50:00,30087.294922,29305.646484
2025-05-25 오후 1:55:00,30051.138672,29267.873047
2025-05-25 오후 2:00:00,30519.390625,29732.958984
2025-05-25 오후 2:05:00,30425.542969,29644.285156
2025-05-25 오후 2:10:00,30058.314453,29216.859375
2025-05-25 오후 2:15:00,30218.544922,29399.058594
2025-05-25 오후 2:20:00,30395.636719,29604.484375
2025-05-25 오후 2:25:00,29975.166016,29183.441406
2025-05-25 오후 2:30:00,30144.75,29350.054688
2025-05-25 오후 2:35:00,30394.972656,29634.361328
2025-05-25 오후 2:40:00,30513.380859,29746.755859
2025-05-25 오후 2:45:00,30732.919922,29979.876953
2025-05-25 오후 2:50:00,30906.050781,30165.863281
2025-05-25 오후 2:55:00,31127.990234,30385.636719
2025-05-25 오후 3:00:00,31409.111328,30680.929688
2025-05-25 오후 3:05:00,31822.134766,31107.511719
2025-05-25 오후 3:10:00,32133.710938,31414.824219
2025-05-25 오후 3:15:00,32317.447266,31614.5625
2025-05-25 오후 3:25:00,33191.71875,32515.583984
2025-05-25 오후 3:30:00,33495.070312,32829.121094
2025-05-25 오후 3:35:00,34131,33464.539062
2025-05-25 오후 3:40:00,34476.5625,33782.015625
2025-05-25 오후 3:45:00,34699.703125,33712.609375
2025-05-25 오후 3:50:00,34999.46875,34307.769531
2025-05-25 오후 3:55:00,35269.578125,34595.34375
2025-05-25 오후 4:00:00,35761.660156,35080.0625
2025-05-25 오후 4:05:00,36226.691406,35548.058594
2025-05-25 오후 4:10:00,36723.757812,36041.605469
2025-05-25 오후 4:15:00,37108.308594,36482.949219
2025-05-25 오후 4:20:00,37275.074219,36631.945312
2025-05-25 오후 4:30:00,38582.574219,37956.945312
2025-05-25 오후 4:35:00,38952.292969,38324.910156
2025-05-25 오후 4:40:00,39296.484375,38684.433594
2025-05-25 오후 4:45:00,39944.148438,39337.902344
2025-05-25 오후 4:50:00,40168.429688,39555.757812
2025-05-25 오후 4:55:00,40899.546875,40285.015625
2025-05-25 오후 5:00:00,41237.667969,40640.824219
2025-05-25 오후 5:05:00,41358.917969,40753.707031
2025-05-25 오후 5:10:00,41697.429688,41100.320312
2025-05-25 오후 5:15:00,42115.097656,41538.953125
2025-05-25 오후 5:20:00,42961.304688,42375.71875
2025-05-25 오후 5:25:00,43453.984375,42872.058594
2025-05-25 오후 5:30:00,44148.328125,43570.871094
2025-05-25 오후 5:35:00,44665.671875,44181.273438
2025-05-25 오후 5:40:00,44893.648438,44307.992188
2025-05-25 오후 5:45:00,45544.832031,44944.722656
2025-05-25 오후 5:50:00,45805.957031,45209.277344
2025-05-25 오후 5:55:00,46393.480469,45806.527344
2025-05-25 오후 6:00:00,46762.191406,46173.300781
2025-05-25 오후 6:05:00,47242.019531,46670.980469
2025-05-25 오후 6:10:00,47590.089844,47006.230469
2025-05-25 오후 6:15:00,48228.496094,47637.996094
2025-05-25 오후 6:20:00,48450.949219,47875.851562
2025-05-25 오후 6:25:00,48812.859375,48203.691406
2025-05-25 오후 6:35:00,49662.425781,49056.152344
2025-05-25 오후 6:40:00,49694.984375,49089.90625
2025-05-25 오후 6:45:00,49796.421875,49188.730469
2025-05-25 오후 6:50:00,49923.078125,49329.828125
2025-05-25 오후 6:55:00,50179.1875,49595.117188
2025-05-25 오후 7:00:00,50137.746094,49557.246094
2025-05-25 오후 7:05:00,50501.917969,49908.542969
2025-05-25 오후 7:10:00,50953.015625,50363.707031
2025-05-25 오후 7:15:00,51199.746094,50555.027344
2025-05-25 오후 7:20:00,51086.988281,50498.640625
2025-05-25 오후 7:25:00,51675.726562,51069.988281
2025-05-25 오후 7:30:00,51625.910156,51036.773438
2025-05-25 오후 7:35:00,52077.65625,51488.988281
2025-05-25 오후 7:40:00,52153.015625,51563.847656
2025-05-25 오후 7:45:00,52429.671875,51845.851562
2025-05-25 오후 7:50:00,52618.210938,52039.824219
2025-05-25 오후 7:55:00,52512.460938,51942.097656
2025-05-25 오후 8:00:00,52675.269531,52106.910156
2025-05-25 오후 8:05:00,52837.03125,52244.164062
2025-05-25 오후 8:10:00,52215.125,51625.226562
2025-05-25 오후 8:15:00,52581.644531,51996.878906
2025-05-25 오후 8:20:00,52706.773438,52125.207031
2025-05-25 오후 8:25:00,52799.625,52212.554688
2025-05-25 오후 8:30:00,52360.472656,51778.894531
2025-05-25 오후 8:35:00,52517.734375,51938.417969
2025-05-25 오후 8:40:00,52273.25,51691.871094
2025-05-25 오후 8:45:00,52473.429688,51892.777344
2025-05-25 오후 8:50:00,52191.292969,51606.136719
2025-05-25 오후 8:55:00,52121.691406,51526.226562
2025-05-25 오후 9:00:00,51751.847656,51166.148438
2025-05-25 오후 9:05:00,51671.289062,51092.132812
2025-05-25 오후 9:10:00,51807.496094,51224.09375
2025-05-25 오후 9:15:00,51989.351562,51412.003906
2025-05-25 오후 9:20:00,51796.707031,51211.953125
2025-05-25 오후 9:25:00,51723.808594,51126.425781
2025-05-25 오후 9:30:00,51690.441406,51105.632812
2025-05-25 오후 9:35:00,51727.234375,51134.484375
2025-05-25 오후 9:40:00,51340.367188,50748.5
2025-05-25 오후 9:45:00,51059.964844,50467.3125
2025-05-25 오후 9:50:00,51383.328125,50786.683594
2025-05-25 오후 9:55:00,51061.605469,50470.386719
2025-05-25 오후 10:00:00,50681.878906,50102.753906
2025-05-25 오후 10:05:00,51169.128906,50612.265625
2025-05-25 오후 10:10:00,50874.734375,50310.375
2025-05-25 오후 10:15:00,50924.9375,50355.828125
2025-05-25 오후 10:20:00,50690.09375,50116.496094
2025-05-25 오후 10:25:00,50364.363281,49793.25
2025-05-25 오후 10:30:00,50591.242188,50027.007812
2025-05-25 오후 10:35:00,50215.875,49643.308594
2025-05-25 오후 10:40:00,50091.652344,49532.84375
2025-05-25 오후 10:45:00,49922.304688,49369.128906
2025-05-25 오후 10:50:00,49481.902344,48917.636719
2025-05-25 오후 10:55:00,49325.648438,48770.082031
2025-05-25 오후 11:05:00,49546.570312,48988.449219
2025-05-25 오후 11:10:00,49321.871094,48771.703125
2025-05-25 오후 11:15:00,49310.839844,48767.230469
2025-05-25 오후 11:20:00,48917.207031,48376.503906
2025-05-25 오후 11:25:00,48769.519531,48231.585938
2025-05-25 오후 11:30:00,48569.613281,48027.90625
2025-05-25 오후 11:35:00,48373.382812,47843.878906
2025-05-25 오후 11:40:00,48214.929688,47684.625
2025-05-25 오후 11:45:00,47677.730469,47145.320312
2025-05-25 오후 11:50:00,47584.75,47066.855469
2025-05-25 오후 11:55:00,47548.605469,47026.792969
2025-05-26,46752.695312,46241.335938
2025-05-26 오전 12:05:00,46857.695312,46361.976562
2025-05-26 오전 12:10:00,46589.265625,46080.234375
2025-05-26 오전 12:15:00,46219.90625,45706.074219
2025-05-26 오전 12:20:00,46170.4375,45676.542969
2025-05-26 오전 12:25:00,45553.359375,45044.640625
2025-05-26 오전 12:30:00,45465.425781,44968.757812
2025-05-26 오전 12:35:00,45335.132812,44832.648438
2025-05-26 오전 12:40:00,45473.855469,44969.503906
2025-05-26 오전 12:45:00,45172.402344,44675.316406
2025-05-26 오전 12:50:00,44982.773438,44498.738281
2025-05-26 오전 12:55:00,44877.546875,44385.382812
2025-05-26 오전 1:00:00,44660.023438,44169.894531
2025-05-26 오전 1:05:00,44471.015625,43979.539062
2025-05-26 오전 1:10:00,44160.023438,43661.566406
2025-05-26 오전 1:15:00,44138.390625,43651.511719
2025-05-26 오전 1:20:00,43804.9375,43290.277344
2025-05-26 오전 1:25:00,43881.542969,43384.371094
2025-05-26 오전 1:30:00,43582.378906,43084.691406
2025-05-26 오전 1:35:00,43446.21875,42949.105469
2025-05-26 오전 1:40:00,43295.171875,42785.394531
2025-05-26 오전 1:45:00,43221.957031,42729.480469
2025-05-26 오전 1:50:00,43320.835938,42824.234375
2025-05-26 오전 1:55:00,43449.515625,42957.09375
2025-05-26 오전 2:00:00,43169.394531,42690.101562
2025-05-26 오전 2:05:00,42979.960938,42491.910156
2025-05-26 오전 2:10:00,43040.832031,42546.25
2025-05-26 오전 2:15:00,42888.816406,42398.769531
2025-05-26 오전 2:20:00,42732.007812,42239.703125
2025-05-26 오전 2:25:00,42830.234375,42342.507812
2025-05-26 오전 2:30:00,42793.960938,42304.101562
2025-05-26 오전 2:35:00,42630.644531,42143.292969
2025-05-26 오전 2:40:00,42633.804688,42144.234375
2025-05-26 오전 2:45:00,42639.71875,42147.769531
2025-05-26 오전 2:50:00,42796.164062,42298.429688
2025-05-26 오전 3:00:00,42429.855469,41945.46875
2025-05-26 오전 3:05:00,42595.066406,42107.65625
2025-05-26 오전 3:10:00,42538.285156,42045.820312
2025-05-26 오전 3:15:00,42513.296875,42032.933594
2025-05-26 오전 3:20:00,42292.246094,41808.359375
2025-05-26 오전 3:25:00,42302.351562,41809.9375
2025-05-26 오전 3:30:00,42277.617188,41791.734375
2025-05-26 오전 3:35:00,42317.222656,41839.449219
2025-05-26 오전 3:40:00,42432.230469,41959.058594
2025-05-26 오전 3:45:00,42503.511719,42017.882812
2025-05-26 오전 3:50:00,42287.742188,41804.554688
2025-05-26 오전 3:55:00,42562.550781,42078.507812
2025-05-26 오전 4:00:00,42642.351562,42151.15625
2025-05-26 오전 4:05:00,42759.304688,42269.195312
2025-05-26 오전 4:10:00,42632.386719,42136.734375
2025-05-26 오전 4:15:00,42467.328125,41968.617188
2025-05-26 오전 4:20:00,42884.066406,42388.296875
2025-05-26 오전 4:25:00,42943.394531,42448.914062
2025-05-26 오전 4:30:00,42815.886719,42315.550781
2025-05-26 오전 4:35:00,43009.976562,42503.328125
2025-05-26 오전 4:40:00,43055.347656,42556.28125
2025-05-26 오전 4:45:00,42942.238281,42444.363281
2025-05-26 오전 4:50:00,43217.046875,42715.878906
2025-05-26 오전 4:55:00,43167.074219,42663.542969
2025-05-26 오전 5:00:00,43237.445312,42731.984375
2025-05-26 오전 5:05:00,43516.90625,43009.761719
2025-05-26 오전 5:10:00,43700.074219,43200.738281
2025-05-26 오전 5:15:00,43817.976562,43335.835938
2025-05-26 오전 5:20:00,43925.019531,43437.578125
2025-05-26 오전 5:25:00,44044.1875,43567.453125
2025-05-26 오전 5:30:00,44173.96875,43679.976562
2025-05-26 오전 5:35:00,44275.371094,43782.027344
2025-05-26 오전 5:40:00,44403.785156,43888.816406
2025-05-26 오전 5:45:00,44291.742188,43794.054688
2025-05-26 오전 5:50:00,44454.082031,43963.585938
2025-05-26 오전 5:55:00,44919.242188,44416.566406
2025-05-26 오전 6:00:00,45135.722656,44627.617188
2025-05-26 오전 6:05:00,45562.046875,45058.125
2025-05-26 오전 6:10:00,45687.289062,45174.554688
2025-05-26 오전 6:15:00,45808.117188,45294.363281
2025-05-26 오전 6:20:00,46076.113281,45525.089844
2025-05-26 오전 6:25:00,46059.765625,45566.609375
2025-05-26 오전 6:30:00,45779.664062,45269.582031
2025-05-26 오전 6:35:00,46204.082031,45704.019531
2025-05-26 오전 6:40:00,46282.988281,45781.230469
2025-05-26 오전 6:45:00,46258.402344,45755.734375
2025-05-26 오전 6:50:00,46327.449219,45828.367188
2025-05-26 오전 6:55:00,46613.773438,46102.445312
2025-05-26 오전 7:00:00,46731.644531,46226.082031
2025-05-26 오전 7:05:00,47285.207031,46772.339844
2025-05-26 오전 7:10:00,47629.007812,47116.921875
2025-05-26 오전 7:15:00,47551.226562,47032.796875
2025-05-26 오전 7:20:00,47547.730469,47030.875
2025-05-26 오전 7:25:00,47715.5625,47173.550781
2025-05-26 오전 7:30:00,48075.675781,47560.347656
2025-05-26 오전 7:35:00,48041.503906,47511.855469
2025-05-26 오전 7:40:00,47872.371094,47321.5
2025-05-26 오전 7:45:00,47884.683594,47329.28125
2025-05-26 오전 7:50:00,47737.046875,47165.65625
2025-05-26 오전 7:55:00,47564.046875,46990.207031
2025-05-26 오전 8:00:00,48025.367188,47460.226562
2025-05-26 오전 8:05:00,48368.414062,47788.546875
2025-05-26 오전 8:10:00,48519.101562,47921.980469
2025-05-26 오전 8:15:00,48793.214844,48200.492188
2025-05-26 오전 8:20:00,48859.003906,48268.945312
2025-05-26 오전 8:25:00,48744.53125,48152.277344
2025-05-26 오전 8:30:00,48940.65625,48320.761719
2025-05-26 오전 8:35:00,48820.328125,48195.808594
2025-05-26 오전 8:40:00,49020.464844,48386.472656
2025-05-26 오전 8:45:00,48910.074219,48265.816406
2025-05-26 오전 8:50:00,48695.125,48054.277344
2025-05-26 오전 8:55:00,48596.28125,47920.226562
2025-05-26 오전 9:00:00,48663.15625,47967.484375
2025-05-26 오전 9:05:00,48771.9375,48092.601562
2025-05-26 오전 9:10:00,48335.851562,47631.183594
2025-05-26 오전 9:15:00,48029.460938,47327.328125
2025-05-26 오전 9:20:00,48144.636719,47435.117188
2025-05-26 오전 9:25:00,47718.648438,47006.0625
2025-05-26 오전 9:30:00,47399.816406,46666.367188
2025-05-26 오전 9:35:00,47251.289062,46497.183594
2025-05-26 오전 9:40:00,46989.5,46244.449219
2025-05-26 오전 9:45:00,46879.46875,46120.023438
2025-05-26 오전 9:50:00,46731.4375,45968.4375
2025-05-26 오전 9:55:00,46429.511719,45658.695312
2025-05-26 오전 10:00:00,46309.628906,45554.757812
2025-05-26 오전 10:05:00,46510.597656,45783.460938
2025-05-26 오전 10:10:00,46263.523438,45522.890625
2025-05-26 오전 10:15:00,46348.804688,45597.59375
2025-05-26 오전 10:20:00,46634.460938,45892.617188
2025-05-26 오전 10:25:00,46451.160156,45721.464844
2025-05-26 오전 10:30:00,46174.667969,45452.4375
2025-05-26 오전 10:35:00,46097.898438,45310.644531
2025-05-26 오전 10:40:00,46051.800781,45304.636719
2025-05-26 오전 10:45:00,45989.675781,45232.265625
2025-05-26 오전 10:50:00,45901.480469,45131.078125
2025-05-26 오전 10:55:00,45457.03125,44673.726562
2025-05-26 오전 11:00:00,45317.664062,44533.160156
2025-05-26 오전 11:05:00,45263.230469,44464.910156
2025-05-26 오전 11:10:00,45211.386719,44464.898438
2025-05-26 오전 11:15:00,45104.121094,44348.160156
2025-05-26 오전 11:20:00,44981.574219,44222.621094
2025-05-26 오전 11:25:00,44527.265625,43778.023438
2025-05-26 오전 11:30:00,44175.390625,43387.601562
2025-05-26 오전 11:35:00,44114.636719,43318.617188
2025-05-26 오전 11:40:00,43367.761719,42570.984375
2025-05-26 오전 11:45:00,43441.757812,42616.410156
2025-05-26 오전 11:50:00,42982.625,42148.1875
2025-05-26 오전 11:55:00,42554.640625,41764.816406
2025-05-26 오후 12:00:00,42227.421875,41467.328125
2025-05-26 오후 12:05:00,42266.886719,41520.085938
2025-05-26 오후 12:10:00,42148.367188,41409.925781
2025-05-26 오후 12:15:00,42080,41336.609375
2025-05-26 오후 12:20:00,41698.382812,40933.011719
2025-05-26 오후 12:25:00,41642.917969,40866.6875
2025-05-26 오후 12:30:00,41610.667969,40821.394531
2025-05-26 오후 12:35:00,41140.695312,40364.691406
2025-05-26 오후 12:40:00,41435.058594,40660.035156
2025-05-26 오후 12:45:00,41653.792969,40815.054688
2025-05-26 오후 12:50:00,41785.988281,41013.183594
2025-05-26 오후 12:55:00,42120.878906,41341.203125
2025-05-26 오후 1:00:00,42694.898438,41905.246094
2025-05-26 오후 1:05:00,43636.335938,42848.808594
2025-05-26 오후 1:10:00,43756.808594,42974.386719
2025-05-26 오후 1:15:00,44292.304688,43525.613281
2025-05-26 오후 1:20:00,44360.769531,43557.601562
2025-05-26 오후 1:25:00,44526.777344,43712.847656
2025-05-26 오후 1:30:00,44882.421875,44120.332031
2025-05-26 오후 1:35:00,44984.476562,44222.417969
2025-05-26 오후 1:40:00,45209.269531,44415.875
2025-05-26 오후 1:45:00,45601.898438,44828.75
2025-05-26 오후 1:50:00,45635.230469,44811.800781
2025-05-26 오후 1:55:00,45885.917969,45069.433594
2025-05-26 오후 2:00:00,46000.082031,45213.460938
2025-05-26 오후 2:05:00,46257.988281,45431.046875
2025-05-26 오후 2:10:00,46083.910156,45247.75
2025-05-26 오후 2:15:00,46430.894531,45618.230469
2025-05-26 오후 2:20:00,46304.273438,45493.855469
2025-05-26 오후 2:25:00,46749.402344,45941.351562
2025-05-26 오후 2:30:00,46608.375,45828.632812
2025-05-26 오후 2:35:00,47049.210938,46216.109375
2025-05-26 오후 2:40:00,47332.046875,46526.222656
2025-05-26 오후 2:45:00,47116.257812,46304.320312
2025-05-26 오후 2:50:00,47401.511719,46607.515625
2025-05-26 오후 2:55:00,47656.097656,46863.816406
2025-05-26 오후 3:00:00,47728.261719,46937.722656
2025-05-26 오후 3:05:00,47832.445312,47069.75
2025-05-26 오후 3:10:00,48122.269531,47356.597656
2025-05-26 오후 3:15:00,48620.078125,47862.03125
2025-05-26 오후 3:20:00,49061.921875,48319.742188
2025-05-26 오후 3:25:00,49589.105469,48846.433594
2025-05-26 오후 3:30:00,49826.328125,49103.167969
2025-05-26 오후 3:35:00,49871.527344,49145.292969
2025-05-26 오후 3:40:00,50107.554688,49359.75
2025-05-26 오후 3:45:00,50488.753906,49756.199219
2025-05-26 오후 3:50:00,51205.878906,50475.195312
2025-05-26 오후 3:55:00,51422.644531,50685.613281
2025-05-26 오후 4:00:00,51958.125,51224.921875
2025-05-26 오후 4:05:00,52168.855469,51453.320312
2025-05-26 오후 4:10:00,52422.839844,51701.195312
2025-05-26 오후 4:15:00,53168.242188,52441.664062
2025-05-26 오후 4:20:00,53691.324219,52964.390625
2025-05-26 오후 4:25:00,53943.6875,53228.863281
2025-05-26 오후 4:30:00,54206.960938,53476.027344
2025-05-26 오후 4:35:00,54454.292969,53730.050781
2025-05-26 오후 4:40:00,54747.007812,54005.492188
2025-05-26 오후 4:45:00,55238.03125,54523.246094
2025-05-26 오후 4:50:00,55575.195312,54862.8125
2025-05-26 오후 4:55:00,55825.410156,55127.308594
2025-05-26 오후 5:00:00,55604.121094,54898.386719
2025-05-26 오후 5:05:00,55648.582031,54946.234375
2025-05-26 오후 5:10:00,55793.644531,55102.519531
2025-05-26 오후 5:15:00,56163.734375,55457.882812
2025-05-26 오후 5:20:00,56591.332031,55900.277344
2025-05-26 오후 5:25:00,56858.230469,56162.003906
2025-05-26 오후 5:30:00,57152.785156,56450.992188
2025-05-26 오후 5:35:00,57517.070312,56822.296875
2025-05-26 오후 5:40:00,57993.285156,57282.996094
2025-05-26 오후 5:45:00,58135.585938,57440.320312
2025-05-26 오후 5:50:00,58432.195312,57749
2025-05-26 오후 5:55:00,58691.144531,58006.339844
2025-05-26 오후 6:00:00,58995.210938,58310.0625
2025-05-26 오후 6:05:00,59123.660156,58426.136719
2025-05-26 오후 6:10:00,59301.753906,58610.359375
2025-05-26 오후 6:15:00,59789.234375,59086.835938
2025-05-26 오후 6:20:00,59928.230469,59237.382812
2025-05-26 오후 6:30:00,60589.171875,59913.578125
2025-05-26 오후 6:35:00,60924.03125,60236.964844
2025-05-26 오후 6:40:00,60726.367188,60030.878906
2025-05-26 오후 6:45:00,61117.675781,60440.820312
2025-05-26 오후 6:50:00,60706.320312,60025.164062
2025-05-26 오후 6:55:00,60884.914062,60206.511719
2025-05-26 오후 7:00:00,60935.527344,60272.105469
2025-05-26 오후 7:05:00,61372.964844,60694.398438
2025-05-26 오후 7:10:00,61241.238281,60576.097656
2025-05-26 오후 7:15:00,61256.042969,60579.746094
2025-05-26 오후 7:20:00,61451.742188,60777.125
2025-05-26 오후 7:25:00,61344.953125,60679.964844
2025-05-26 오후 7:30:00,61495.222656,60813.972656
2025-05-26 오후 7:35:00,61581.734375,60914.136719
2025-05-26 오후 7:40:00,61482.222656,60814.058594
2025-05-26 오후 7:45:00,61425.253906,60764.863281
2025-05-26 오후 7:50:00,61121.496094,60454.765625
2025-05-26 오후 7:55:00,61307.585938,60620.359375
2025-05-26 오후 8:00:00,61178.550781,60501.585938
2025-05-26 오후 8:05:00,60982.753906,60300.773438
2025-05-26 오후 8:10:00,61092.621094,60427.777344
2025-05-26 오후 8:15:00,60949.625,60278
2025-05-26 오후 8:20:00,60488.289062,59815.007812
2025-05-26 오후 8:25:00,60404.140625,59735.148438
2025-05-26 오후 8:30:00,60105.882812,59434.515625
2025-05-26 오후 8:35:00,60375.578125,59707.332031
2025-05-26 오후 8:40:00,60168.746094,59506.753906
2025-05-26 오후 8:45:00,59963.75,59292.644531
2025-05-26 오후 8:50:00,59647.332031,59013.132812
2025-05-26 오후 8:55:00,59797.105469,59137.996094
2025-05-26 오후 9:00:00,59612.925781,58937.65625
2025-05-26 오후 9:05:00,59362.117188,58681.796875
2025-05-26 오후 9:10:00,59322.917969,58670.613281
2025-05-26 오후 9:15:00,59149.535156,58489.449219
2025-05-26 오후 9:20:00,58730.59375,58067.015625
2025-05-26 오후 9:30:00,58635.097656,57968.207031
2025-05-26 오후 9:35:00,58627.328125,57965.910156
2025-05-26 오후 9:40:00,58342.195312,57687.03125
2025-05-26 오후 9:45:00,58322.640625,57677.179688
2025-05-26 오후 9:50:00,57834.640625,57188.480469
2025-05-26 오후 9:55:00,57492.515625,56848.777344
2025-05-26 오후 10:00:00,57601.730469,56968.765625
2025-05-26 오후 10:05:00,57945.320312,57322.21875
2025-05-26 오후 10:10:00,57997.046875,57355.601562
2025-05-26 오후 10:15:00,57646.925781,57010.511719
2025-05-26 오후 10:20:00,57698.789062,57031.605469
2025-05-26 오후 10:25:00,57628.492188,57003.289062
2025-05-26 오후 10:30:00,57387.453125,56773.476562
2025-05-26 오후 10:35:00,57044.023438,56437.175781
2025-05-26 오후 10:40:00,56774.253906,56182.394531
2025-05-26 오후 10:45:00,56924.9375,56328.25
2025-05-26 오후 10:50:00,56788.671875,56168.015625
2025-05-26 오후 10:55:00,56691.351562,56094.53125
2025-05-26 오후 11:00:00,56174.152344,55580.320312
2025-05-26 오후 11:05:00,56587.324219,55983.46875
2025-05-26 오후 11:10:00,56474.90625,55872.398438
2025-05-26 오후 11:15:00,55932.246094,55328.105469
2025-05-26 오후 11:20:00,55981.617188,55379.472656
2025-05-26 오후 11:25:00,55674.625,55081
2025-05-26 오후 11:30:00,55070.414062,54484.863281
2025-05-26 오후 11:35:00,54904.726562,54303.246094
2025-05-26 오후 11:40:00,54832.117188,54245.109375
2025-05-26 오후 11:45:00,54394.140625,53803.878906
2025-05-26 오후 11:50:00,54115.824219,53526.730469
2025-05-26 오후 11:55:00,53687.421875,53123.050781
2025-05-27,53156.867188,52586.882812
2025-05-27 오전 12:05:00,52996.253906,52428.28125
2025-05-27 오전 12:10:00,52520.144531,51966.921875
2025-05-27 오전 12:15:00,52081.554688,51529.828125
2025-05-27 오전 12:20:00,51602.222656,51059.558594
2025-05-27 오전 12:25:00,51315.988281,50785.316406
2025-05-27 오전 12:30:00,51423.359375,50888.726562
2025-05-27 오전 12:35:00,51043.40625,50502.054688
2025-05-27 오전 12:40:00,51048.804688,50511.695312
2025-05-27 오전 12:45:00,50783.214844,50242.726562
2025-05-27 오전 12:50:00,50797.15625,50253.453125
2025-05-27 오전 12:55:00,50384.511719,49849.851562
2025-05-27 오전 1:00:00,50340.726562,49802.871094
2025-05-27 오전 1:05:00,50385.9375,49843.5625
2025-05-27 오전 1:15:00,50009.027344,49462.40625
2025-05-27 오전 1:20:00,49655.414062,49124.414062
2025-05-27 오전 1:25:00,49612.222656,49064.714844
2025-05-27 오전 1:30:00,49308.871094,48772.152344
2025-05-27 오전 1:35:00,49434.757812,48897.371094
2025-05-27 오전 1:40:00,49237.722656,48697.652344
2025-05-27 오전 1:45:00,49394.351562,48862.667969
2025-05-27 오전 1:50:00,49072.910156,48544.707031
2025-05-27 오전 1:55:00,48913.023438,48378.648438
2025-05-27 오전 2:00:00,48706.40625,48187.96875
2025-05-27 오전 2:05:00,48785.035156,48267.929688
2025-05-27 오전 2:10:00,48745.773438,48233.886719
2025-05-27 오전 2:15:00,48356.082031,47843.441406
2025-05-27 오전 2:20:00,48484.96875,47961.105469
2025-05-27 오전 2:25:00,48612.46875,48092.417969
2025-05-27 오전 2:30:00,48469.335938,47956.738281
2025-05-27 오전 2:35:00,48311.160156,47803.511719
2025-05-27 오전 2:40:00,48262.78125,47752.769531
2025-05-27 오전 2:45:00,48187.457031,47667.652344
2025-05-27 오전 2:50:00,48337.710938,47823.539062
2025-05-27 오전 2:55:00,48321.480469,47801.03125
2025-05-27 오전 3:00:00,48170.386719,47656.246094
2025-05-27 오전 3:05:00,48011.101562,47500.957031
2025-05-27 오전 3:10:00,47905.890625,47394.242188
2025-05-27 오전 3:15:00,47524.597656,47023.378906
2025-05-27 오전 3:20:00,47584.757812,47076
2025-05-27 오전 3:25:00,47886.144531,47376.015625
2025-05-27 오전 3:30:00,47872,47360.171875
2025-05-27 오전 3:35:00,47759.09375,47261.035156
2025-05-27 오전 3:40:00,48061.871094,47543.917969
2025-05-27 오전 3:45:00,47892.664062,47379.050781
2025-05-27 오전 3:50:00,47828.382812,47324.878906
2025-05-27 오전 3:55:00,47770.003906,47261.855469
2025-05-27 오전 4:00:00,47905.703125,47386.890625
2025-05-27 오전 4:05:00,47808.542969,47297.953125
2025-05-27 오전 4:10:00,47606.972656,47097.832031
2025-05-27 오전 4:15:00,47650.636719,47150.839844
2025-05-27 오전 4:20:00,47805.480469,47289.503906
2025-05-27 오전 4:25:00,47942.222656,47433.726562
2025-05-27 오전 4:30:00,47811.765625,47312.441406
2025-05-27 오전 4:35:00,47868.3125,47356.199219
2025-05-27 오전 4:40:00,48055.257812,47546.480469
2025-05-27 오전 4:45:00,47898.875,47383.003906
2025-05-27 오전 4:50:00,47859.46875,47354.90625
2025-05-27 오전 4:55:00,47831.027344,47323.761719
2025-05-27 오전 5:00:00,47740.785156,47217.976562
2025-05-27 오전 5:05:00,47861.316406,47344.800781
2025-05-27 오전 5:10:00,47798.589844,47284.492188
2025-05-27 오전 5:15:00,48048.421875,47539.597656
2025-05-27 오전 5:20:00,48312.179688,47811.027344
2025-05-27 오전 5:25:00,48572.058594,48051.605469
2025-05-27 오전 5:30:00,48582.21875,48065.898438
2025-05-27 오전 5:35:00,48742.136719,48229.816406
2025-05-27 오전 5:40:00,48629.101562,48116.773438
2025-05-27 오전 5:45:00,48944.476562,48414.523438
2025-05-27 오전 5:50:00,48960.914062,48440.589844
2025-05-27 오전 5:55:00,49076.171875,48561.199219
2025-05-27 오전 6:00:00,48876.875,48366.894531
