시간,총부하MW,실부하MW
2025-05-05 오전 3:10:00,41643.53125,41138.441406
2025-05-05 오전 3:15:00,41827.847656,41320.523438
2025-05-05 오전 3:20:00,41438.953125,40929.675781
2025-05-05 오전 3:25:00,41435.152344,40917.054688
2025-05-05 오전 3:30:00,41536.394531,41037.320312
2025-05-05 오전 3:35:00,41552.988281,41061.84375
2025-05-05 오전 3:40:00,41540.90625,41038.628906
2025-05-05 오전 3:45:00,41221.714844,40704.027344
2025-05-05 오전 3:50:00,41269.960938,40748.910156
2025-05-05 오전 3:55:00,41589.203125,41071.300781
2025-05-05 오전 4:00:00,41308.859375,40792.640625
2025-05-05 오전 4:05:00,41444.632812,40938.082031
2025-05-05 오전 4:10:00,41557.089844,41044.894531
2025-05-05 오전 4:15:00,41851.710938,41346.757812
2025-05-05 오전 4:20:00,41816,41305.21875
2025-05-05 오전 4:25:00,41947.523438,41442.382812
2025-05-05 오전 4:30:00,41520.359375,41017.417969
2025-05-05 오전 4:35:00,41589.578125,41095.839844
2025-05-05 오전 4:40:00,41816.929688,41304.976562
2025-05-05 오전 4:45:00,41921.558594,41412.914062
2025-05-05 오전 4:50:00,41630.296875,41115.457031
2025-05-05 오전 4:55:00,42180.683594,41681.097656
2025-05-05 오전 5:00:00,42174.671875,41659.621094
2025-05-05 오전 5:05:00,42439.058594,41934.453125
2025-05-05 오전 5:10:00,42608.035156,42095.316406
2025-05-05 오전 5:15:00,42177.917969,41667.347656
2025-05-05 오전 5:20:00,42029.71875,41529.34375
2025-05-05 오전 5:25:00,42187.277344,41672.929688
2025-05-05 오전 5:30:00,42212.589844,41699.191406
2025-05-05 오전 5:35:00,42134.738281,41633.960938
2025-05-05 오전 5:40:00,42231.523438,41717.160156
2025-05-05 오전 5:45:00,42224.054688,41713.511719
2025-05-05 오전 5:50:00,42667.335938,42160.164062
2025-05-05 오전 5:55:00,42493.371094,41989.339844
2025-05-05 오전 6:00:00,42442.261719,41927.167969
2025-05-05 오전 6:05:00,42434.488281,41930.945312
2025-05-05 오전 6:10:00,42666.695312,42163.839844
2025-05-05 오전 6:15:00,42344.914062,41853.15625
2025-05-05 오전 6:20:00,42376.328125,41864.792969
2025-05-05 오전 6:25:00,42511.488281,41993.304688
2025-05-05 오전 6:30:00,42340.371094,41830.488281
2025-05-05 오전 6:35:00,42133.554688,41621.308594
2025-05-05 오전 6:40:00,42302.515625,41776.613281
2025-05-05 오전 6:45:00,41973.222656,41464.8125
2025-05-05 오전 6:50:00,41627.660156,41101.890625
2025-05-05 오전 6:55:00,41553.988281,41035.644531
2025-05-05 오전 7:00:00,41575.429688,41047.53125
2025-05-05 오전 7:05:00,41517.5,41004.859375
2025-05-05 오전 7:10:00,41455.085938,40922.042969
2025-05-05 오전 7:15:00,41415.910156,40887.738281
2025-05-05 오전 7:20:00,41168.828125,40646.929688
2025-05-05 오전 7:25:00,40818.699219,40293.183594
2025-05-05 오전 7:30:00,40668.339844,40149.792969
2025-05-05 오전 7:35:00,40334.992188,39799.765625
2025-05-05 오전 7:40:00,40374.320312,39837.5625
2025-05-05 오전 7:45:00,39892.914062,39374.269531
2025-05-05 오전 7:50:00,39633.074219,39114.445312
2025-05-05 오전 7:55:00,39325.710938,38814.535156
2025-05-05 오전 8:00:00,39418.882812,38914.121094
2025-05-05 오전 8:05:00,39028.3125,38507.644531
2025-05-05 오전 8:10:00,39086.359375,38571.484375
2025-05-05 오전 8:15:00,38591.140625,38062.339844
2025-05-05 오전 8:20:00,38338.726562,37806.921875
2025-05-05 오전 8:25:00,38399.886719,37860.34375
2025-05-05 오전 8:30:00,38230.90625,37675.222656
2025-05-05 오전 8:35:00,38064.023438,37522.066406
2025-05-05 오전 8:40:00,37853.976562,37297.09375
2025-05-05 오전 8:45:00,37642.871094,37069.816406
2025-05-05 오전 8:50:00,37742.140625,37158.527344
2025-05-05 오전 8:55:00,37790.132812,37216.703125
2025-05-05 오전 9:00:00,37430.597656,36861.699219
2025-05-05 오전 9:05:00,36890.578125,36323.738281
2025-05-05 오전 9:10:00,37227.402344,36657
2025-05-05 오전 9:15:00,37148.367188,36579.234375
2025-05-05 오전 9:20:00,37415.890625,36851.984375
2025-05-05 오전 9:25:00,37051.527344,36491.796875
2025-05-05 오전 9:30:00,37247.417969,36677.886719
2025-05-05 오전 9:35:00,37542.046875,36979.351562
2025-05-05 오전 9:40:00,37688.683594,37147.125
2025-05-05 오전 9:45:00,37852.960938,37308.734375
2025-05-05 오전 9:50:00,38308.105469,37755.113281
2025-05-05 오전 9:55:00,38499.984375,37959.847656
2025-05-05 오전 10:00:00,38856.015625,38312.078125
2025-05-05 오전 10:05:00,38864.542969,38325.179688
2025-05-05 오전 10:10:00,38978.777344,38443.421875
2025-05-05 오전 10:15:00,38910.828125,38383.488281
2025-05-05 오전 10:20:00,38776.226562,38245.890625
2025-05-05 오전 10:25:00,39273.058594,38758.863281
2025-05-05 오전 10:30:00,39291.511719,38754.859375
2025-05-05 오전 10:35:00,39853.253906,39299.285156
2025-05-05 오전 10:40:00,40021.652344,39459.878906
2025-05-05 오전 10:45:00,39998.40625,39447.738281
2025-05-05 오전 10:50:00,40186.054688,39628.839844
2025-05-05 오전 10:55:00,40520.855469,39971.484375
2025-05-05 오전 11:00:00,40734.820312,40196.714844
2025-05-05 오전 11:05:00,41371.597656,40814.671875
2025-05-05 오전 11:10:00,41525.695312,40951.664062
2025-05-05 오전 11:15:00,41798.070312,41243.886719
2025-05-05 오전 11:20:00,41773.378906,41219.441406
2025-05-05 오전 11:25:00,42078.941406,41527.839844
2025-05-05 오전 11:30:00,42202.152344,41640.886719
2025-05-05 오전 11:35:00,42447.808594,41904.054688
2025-05-05 오전 11:40:00,42697.617188,42138.082031
2025-05-05 오전 11:45:00,42890.132812,42339.703125
2025-05-05 오전 11:50:00,43049.207031,42505.992188
2025-05-05 오전 11:55:00,42893.171875,42351.082031
2025-05-05 오후 12:00:00,42947.960938,42400.363281
2025-05-05 오후 12:05:00,42991.847656,42449.089844
2025-05-05 오후 12:10:00,43046.058594,42493.113281
2025-05-05 오후 12:15:00,43505.230469,42970.078125
2025-05-05 오후 12:20:00,43483,42959.203125
2025-05-05 오후 12:25:00,43569.203125,43025.863281
2025-05-05 오후 12:30:00,43299.910156,42750.996094
2025-05-05 오후 12:35:00,43402.554688,42867.335938
2025-05-05 오후 12:40:00,43669.546875,43116.398438
2025-05-05 오후 12:45:00,43510.492188,42963.761719
2025-05-05 오후 12:50:00,43458.128906,42904.796875
2025-05-05 오후 12:55:00,43585.480469,43039.675781
2025-05-05 오후 1:00:00,43490.84375,42946.546875
2025-05-05 오후 1:05:00,43969.796875,43434.730469
2025-05-05 오후 1:10:00,43930.703125,43384.414062
2025-05-05 오후 1:15:00,44059.078125,43512.566406
2025-05-05 오후 1:20:00,44106.425781,43567.640625
2025-05-05 오후 1:25:00,44284.925781,43744.027344
2025-05-05 오후 1:30:00,44382.308594,43840.855469
2025-05-05 오후 1:35:00,44136.28125,43585.144531
2025-05-05 오후 1:40:00,44577.011719,44014.023438
2025-05-05 오후 1:45:00,44621.824219,44063.347656
2025-05-05 오후 1:50:00,45030.621094,44486.855469
2025-05-05 오후 1:55:00,44835.320312,44295.273438
2025-05-05 오후 2:00:00,44899.277344,44403.453125
2025-05-05 오후 2:05:00,44756.851562,44249.5625
2025-05-05 오후 2:10:00,44988.441406,44483.609375
2025-05-05 오후 2:15:00,45056.160156,44566.3125
2025-05-05 오후 2:20:00,45048.519531,44573.851562
2025-05-05 오후 2:25:00,45211.183594,44748.03125
2025-05-05 오후 2:30:00,45222.703125,44763.734375
2025-05-05 오후 2:35:00,45249.222656,44795.453125
2025-05-05 오후 2:40:00,45433.917969,44974.054688
2025-05-05 오후 2:45:00,45487.828125,45025.867188
2025-05-05 오후 2:50:00,45510.117188,45053.738281
2025-05-05 오후 2:55:00,45724.496094,45282.214844
2025-05-05 오후 3:00:00,46102.621094,45633.175781
2025-05-05 오후 3:05:00,45939.511719,45472.429688
2025-05-05 오후 3:10:00,46607.042969,46064.433594
2025-05-05 오후 3:15:00,46801.15625,46247.4375
2025-05-05 오후 3:20:00,46823.199219,46285.25
2025-05-05 오후 3:25:00,47083.953125,46528.386719
2025-05-05 오후 3:30:00,47006.441406,46474.820312
2025-05-05 오후 3:35:00,46944.753906,46399.457031
2025-05-05 오후 3:40:00,47124.289062,46579.773438
2025-05-05 오후 3:45:00,47499.15625,46956.011719
2025-05-05 오후 3:50:00,47717.984375,47184.667969
2025-05-05 오후 3:55:00,47423.089844,46885.875
2025-05-05 오후 4:00:00,47540.105469,47016.976562
2025-05-05 오후 4:05:00,47308.503906,46774.359375
2025-05-05 오후 4:10:00,47493,46945.996094
2025-05-05 오후 4:15:00,47456.652344,46914.515625
2025-05-05 오후 4:20:00,47554.480469,47027.183594
2025-05-05 오후 4:25:00,47831.988281,47309.113281
2025-05-05 오후 4:30:00,47833.285156,47306.410156
2025-05-05 오후 4:35:00,47797.460938,47266.679688
2025-05-05 오후 4:40:00,47934.332031,47400.316406
2025-05-05 오후 4:45:00,48003.144531,47469.070312
2025-05-05 오후 4:50:00,47940.890625,47418.113281
2025-05-05 오후 4:55:00,47999.671875,47453.335938
2025-05-05 오후 5:00:00,48202.046875,47681.792969
2025-05-05 오후 5:05:00,47887.699219,47310.628906
2025-05-05 오후 5:10:00,48189.394531,47652.3125
2025-05-05 오후 5:15:00,48329.308594,47796.074219
2025-05-05 오후 5:20:00,48190.628906,47641.886719
2025-05-05 오후 5:25:00,48304.269531,47770.242188
2025-05-05 오후 5:30:00,48562.722656,48023.199219
2025-05-05 오후 5:35:00,48581.265625,48035.289062
2025-05-05 오후 5:40:00,48965.789062,48420.441406
2025-05-05 오후 5:45:00,49037.820312,48502.1875
2025-05-05 오후 5:50:00,48914.203125,48376.414062
2025-05-05 오후 5:55:00,49271.996094,48737.222656
2025-05-05 오후 6:00:00,49581.515625,49048.242188
2025-05-05 오후 6:05:00,49834.132812,49280.648438
2025-05-05 오후 6:10:00,49947.789062,49405.6875
2025-05-05 오후 6:15:00,50177.453125,49629.789062
2025-05-05 오후 6:20:00,50324.121094,49781.730469
2025-05-05 오후 6:25:00,50621.105469,50075.476562
2025-05-05 오후 6:30:00,51010.671875,50460.117188
2025-05-05 오후 6:35:00,50835.375,50287.167969
2025-05-05 오후 6:40:00,51163.230469,50602.398438
2025-05-05 오후 6:45:00,50991.636719,50437.667969
2025-05-05 오후 6:50:00,51044.285156,50492.367188
2025-05-05 오후 6:55:00,51033.300781,50480.476562
2025-05-05 오후 7:00:00,51646.964844,51084.410156
2025-05-05 오후 7:05:00,51734.59375,51176.253906
2025-05-05 오후 7:10:00,51990.308594,51428.003906
2025-05-05 오후 7:15:00,51965.847656,51410.140625
2025-05-05 오후 7:20:00,51885.230469,51335.957031
2025-05-05 오후 7:25:00,51980.96875,51416.542969
2025-05-05 오후 7:30:00,52215.535156,51642.308594
2025-05-05 오후 7:35:00,52334.5625,51773.566406
2025-05-05 오후 7:45:00,52341.976562,51773.328125
2025-05-05 오후 7:50:00,52242.828125,51668.59375
2025-05-05 오후 7:55:00,52037.460938,51488.375
2025-05-05 오후 8:00:00,52084.605469,51538.628906
2025-05-05 오후 8:05:00,52104.753906,51558.058594
2025-05-05 오후 8:10:00,52040.175781,51495.195312
2025-05-05 오후 8:15:00,52233.792969,51683.179688
2025-05-05 오후 8:20:00,52240,51716.855469
2025-05-05 오후 8:25:00,52143.554688,51611.03125
2025-05-05 오후 8:30:00,52003.136719,51467.097656
2025-05-05 오후 8:35:00,51965.941406,51434.328125
2025-05-05 오후 8:40:00,51787.890625,51241.660156
2025-05-05 오후 8:45:00,51653.945312,51116.320312
2025-05-05 오후 8:50:00,51646.433594,51108.902344
2025-05-05 오후 8:55:00,51328.503906,50788.570312
2025-05-05 오후 9:00:00,51239.667969,50711.105469
2025-05-05 오후 9:05:00,51469.011719,50931.097656
2025-05-05 오후 9:10:00,51086.800781,50543.585938
2025-05-05 오후 9:15:00,51339.925781,50800.214844
2025-05-05 오후 9:20:00,51306.261719,50768.507812
2025-05-05 오후 9:25:00,50946.980469,50425.535156
2025-05-05 오후 9:30:00,51243.789062,50716.257812
2025-05-05 오후 9:35:00,51023.132812,50491.589844
2025-05-05 오후 9:40:00,50446.445312,49919.839844
2025-05-05 오후 9:45:00,50515.488281,50003.238281
2025-05-05 오후 9:50:00,50528.070312,50005.324219
2025-05-05 오후 9:55:00,50376.109375,49856.714844
2025-05-05 오후 10:00:00,50414.347656,49889.160156
2025-05-05 오후 10:05:00,50699.804688,50169.039062
2025-05-05 오후 10:10:00,50476.121094,49944.320312
2025-05-05 오후 10:15:00,50432.246094,49904.765625
2025-05-05 오후 10:20:00,50134.082031,49596.769531
2025-05-05 오후 10:25:00,50036.527344,49507.394531
2025-05-05 오후 10:30:00,50120.820312,49596.128906
2025-05-05 오후 10:35:00,50130.085938,49610.542969
2025-05-05 오후 10:40:00,49641.167969,49103.851562
2025-05-05 오후 10:45:00,49502.539062,48984.8125
2025-05-05 오후 10:50:00,49668.105469,49139
2025-05-05 오후 10:55:00,49372.757812,48841.5625
2025-05-05 오후 11:00:00,49388.511719,48854.503906
2025-05-05 오후 11:05:00,49480.097656,48963.480469
2025-05-05 오후 11:10:00,49573.5,49060.023438
2025-05-05 오후 11:15:00,49491.863281,48960.105469
2025-05-05 오후 11:20:00,49359.769531,48836.316406
2025-05-05 오후 11:25:00,48971.898438,48444.3125
2025-05-05 오후 11:30:00,48806.625,48271.46875
2025-05-05 오후 11:35:00,49015.019531,48442.441406
2025-05-05 오후 11:40:00,48569.246094,48005.5
2025-05-05 오후 11:45:00,48054.011719,47527.972656
2025-05-05 오후 11:50:00,47660.671875,47131.816406
2025-05-05 오후 11:55:00,47537.964844,47004.558594
2025-05-06,47048.214844,46519.164062
2025-05-06 오전 12:05:00,46906.273438,46401.796875
2025-05-06 오전 12:10:00,46976.527344,46464.09375
2025-05-06 오전 12:15:00,46478.894531,45971.179688
2025-05-06 오전 12:25:00,45906.632812,45397.144531
2025-05-06 오전 12:30:00,45728.039062,45209.003906
2025-05-06 오전 12:35:00,45409.066406,44892.894531
2025-05-06 오전 12:40:00,45228.019531,44699.390625
2025-05-06 오전 12:45:00,44977.4375,44451.132812
2025-05-06 오전 12:50:00,44681.335938,44153.59375
2025-05-06 오전 12:55:00,44829,44317.816406
2025-05-06 오전 1:00:00,44602.414062,44087.246094
2025-05-06 오전 1:05:00,44560.972656,44050.492188
2025-05-06 오전 1:10:00,44131.265625,43623.304688
2025-05-06 오전 1:15:00,44097.492188,43581.199219
2025-05-06 오전 1:20:00,43958.636719,43446.625
2025-05-06 오전 1:25:00,43596.566406,43082.558594
2025-05-06 오전 1:30:00,43594.921875,43081.628906
2025-05-06 오전 1:35:00,43708.9375,43214.648438
2025-05-06 오전 1:40:00,43599.773438,43113.480469
2025-05-06 오전 1:45:00,43549.648438,43042.984375
2025-05-06 오전 1:50:00,43342.976562,42849.21875
2025-05-06 오전 1:55:00,43319.832031,42824.09375
2025-05-06 오전 2:05:00,43007.472656,42512.523438
2025-05-06 오전 2:10:00,43111.902344,42613.070312
2025-05-06 오전 2:15:00,42767.003906,42253.015625
2025-05-06 오전 2:20:00,42774.140625,42288.871094
2025-05-06 오전 2:25:00,42625.839844,42146.460938
2025-05-06 오전 2:30:00,42645.039062,42170.019531
2025-05-06 오전 2:35:00,42505.429688,42025.011719
2025-05-06 오전 2:40:00,42507.363281,42023.125
2025-05-06 오전 2:45:00,42463.375,41975.285156
2025-05-06 오전 2:50:00,42388.773438,41906.464844
2025-05-06 오전 2:55:00,42284.417969,41808.925781
2025-05-06 오전 3:00:00,42009.082031,41521.339844
2025-05-06 오전 3:05:00,42368.789062,41886.742188
2025-05-06 오전 3:10:00,42057.109375,41577.105469
2025-05-06 오전 3:15:00,42093.03125,41610.550781
2025-05-06 오전 3:20:00,42062.496094,41575.28125
2025-05-06 오전 3:25:00,42055.992188,41583.128906
2025-05-06 오전 3:30:00,41911.246094,41420.066406
2025-05-06 오전 3:35:00,42022.488281,41537.257812
2025-05-06 오전 3:40:00,42132.007812,41644.054688
2025-05-06 오전 3:45:00,42010.871094,41533.539062
2025-05-06 오전 3:50:00,42221.945312,41735.117188
2025-05-06 오전 3:55:00,42276.203125,41789.449219
2025-05-06 오전 4:00:00,42378.402344,41895.703125
2025-05-06 오전 4:05:00,42331.675781,41847.402344
2025-05-06 오전 4:10:00,42471.921875,41994.691406
2025-05-06 오전 4:15:00,42178.035156,41686.25
2025-05-06 오전 4:20:00,42286.074219,41795.605469
2025-05-06 오전 4:25:00,42648.578125,42163.542969
2025-05-06 오전 4:30:00,42628.542969,42150.136719
2025-05-06 오전 4:35:00,42697.140625,42222.28125
2025-05-06 오전 4:40:00,42326.253906,41836.210938
2025-05-06 오전 4:45:00,42817.144531,42330.480469
2025-05-06 오전 4:50:00,42738.359375,42238.78125
2025-05-06 오전 4:55:00,42613.648438,42116.980469
2025-05-06 오전 5:00:00,42773.519531,42296.695312
2025-05-06 오전 5:05:00,42852.066406,42360.546875
2025-05-06 오전 5:10:00,43051.328125,42557.054688
2025-05-06 오전 5:15:00,42824.445312,42350.890625
2025-05-06 오전 5:20:00,42748.917969,42260.890625
2025-05-06 오전 5:25:00,42714.613281,42226.316406
2025-05-06 오전 5:30:00,42856.128906,42357.5625
2025-05-06 오전 5:35:00,43213.957031,42724.90625
2025-05-06 오전 5:40:00,43214.382812,42722.039062
2025-05-06 오전 5:45:00,43403.007812,42909.164062
2025-05-06 오전 5:50:00,43628.402344,43143.957031
2025-05-06 오전 5:55:00,43404.695312,42933.179688
2025-05-06 오전 6:00:00,43295.945312,42802.984375
2025-05-06 오전 6:05:00,43577.300781,43088.230469
2025-05-06 오전 6:10:00,43870.921875,43381.695312
2025-05-06 오전 6:15:00,43682.871094,43196.402344
2025-05-06 오전 6:20:00,43548.347656,43053.53125
2025-05-06 오전 6:25:00,43671.273438,43182.5
2025-05-06 오전 6:30:00,43903.078125,43403.617188
2025-05-06 오전 6:35:00,43714.964844,43214.683594
2025-05-06 오전 6:40:00,43930.640625,43443.167969
2025-05-06 오전 6:45:00,43721.105469,43221.199219
2025-05-06 오전 6:50:00,43871.363281,43390.691406
2025-05-06 오전 6:55:00,43571.289062,43098.6875
2025-05-06 오전 7:00:00,43727.738281,43284.808594
2025-05-06 오전 7:05:00,43806.820312,43376.296875
2025-05-06 오전 7:10:00,43877.152344,43445.710938
2025-05-06 오전 7:15:00,43760.933594,43322.378906
2025-05-06 오전 7:20:00,43921.171875,43497.605469
2025-05-06 오전 7:25:00,43645.570312,43224.808594
2025-05-06 오전 7:30:00,43977.324219,43508.378906
2025-05-06 오전 7:35:00,44161.847656,43696.542969
2025-05-06 오전 7:40:00,44043.703125,43577.78125
2025-05-06 오전 7:45:00,43644.9375,43182.792969
2025-05-06 오전 7:50:00,43645.777344,43171.4375
2025-05-06 오전 7:55:00,43568.714844,43110.25
2025-05-06 오전 8:00:00,43655.042969,43201.3125
2025-05-06 오전 8:05:00,44128.171875,43656.597656
2025-05-06 오전 8:10:00,44070.023438,43598.453125
2025-05-06 오전 8:15:00,43977.945312,43513.933594
2025-05-06 오전 8:20:00,43824.546875,43364.121094
2025-05-06 오전 8:25:00,43969.058594,43500.355469
2025-05-06 오전 8:30:00,44231.992188,43770.433594
2025-05-06 오전 8:35:00,44175.625,43699.914062
2025-05-06 오전 8:40:00,44064.171875,43578.472656
2025-05-06 오전 8:45:00,43780.78125,43301.988281
2025-05-06 오전 8:50:00,43977.789062,43493.28125
2025-05-06 오전 8:55:00,43991.933594,43512.503906
2025-05-06 오전 9:00:00,43651.894531,43181.699219
2025-05-06 오전 9:05:00,43496.242188,43026.5625
2025-05-06 오전 9:10:00,43179.597656,42712.707031
2025-05-06 오전 9:15:00,43268.929688,42807.722656
2025-05-06 오전 9:20:00,43224.171875,42725.050781
2025-05-06 오전 9:25:00,43078.191406,42574.351562
2025-05-06 오전 9:30:00,42946.203125,42473.988281
2025-05-06 오전 9:35:00,42734.664062,42257.175781
2025-05-06 오전 9:40:00,42983.902344,42495.867188
2025-05-06 오전 9:45:00,43129.929688,42639.832031
2025-05-06 오전 9:50:00,42527.671875,42034.160156
2025-05-06 오전 9:55:00,42592.960938,42101.632812
2025-05-06 오전 10:00:00,42879.941406,42362.417969
2025-05-06 오전 10:05:00,43024.964844,42530.289062
2025-05-06 오전 10:10:00,43183.925781,42689.730469
2025-05-06 오전 10:15:00,43082.339844,42577.945312
2025-05-06 오전 10:20:00,43427.480469,42923.398438
2025-05-06 오전 10:25:00,43361.195312,42847.355469
2025-05-06 오전 10:30:00,43297.097656,42782.332031
2025-05-06 오전 10:35:00,43281.605469,42755.429688
2025-05-06 오전 10:40:00,43315.804688,42810.628906
2025-05-06 오전 10:45:00,43171.3125,42671.34375
2025-05-06 오전 10:50:00,43349.988281,42838.820312
2025-05-06 오전 10:55:00,43301.570312,42794.398438
2025-05-06 오전 11:00:00,43256.058594,42734.078125
2025-05-06 오전 11:05:00,43017.375,42503.597656
2025-05-06 오전 11:10:00,43254.601562,42751.304688
2025-05-06 오전 11:15:00,43371.113281,42854.792969
2025-05-06 오전 11:20:00,43673.535156,43171.398438
2025-05-06 오전 11:25:00,43674.929688,43164.742188
2025-05-06 오전 11:30:00,43517.195312,43020.746094
2025-05-06 오전 11:35:00,43912.082031,43417.109375
2025-05-06 오전 11:40:00,43818.113281,43316.585938
2025-05-06 오전 11:45:00,43861.691406,43345.867188
2025-05-06 오전 11:50:00,43485.136719,42979.074219
2025-05-06 오전 11:55:00,42938.886719,42432.324219
2025-05-06 오후 12:00:00,43103,42585.019531
2025-05-06 오후 12:05:00,43253.503906,42740.847656
2025-05-06 오후 12:10:00,43240.386719,42725.980469
2025-05-06 오후 12:15:00,43688.925781,43178.082031
2025-05-06 오후 12:20:00,43650.429688,43145.59375
2025-05-06 오후 12:25:00,44014.433594,42875.140625
2025-05-06 오후 12:30:00,43732.011719,43207.859375
2025-05-06 오후 12:35:00,43783.816406,43253.113281
2025-05-06 오후 12:40:00,43664.292969,43131.285156
2025-05-06 오후 12:45:00,44082.824219,43535.804688
2025-05-06 오후 12:50:00,44187.015625,43646.503906
2025-05-06 오후 12:55:00,44549.234375,44010.957031
2025-05-06 오후 1:00:00,45006.613281,44468.101562
2025-05-06 오후 1:05:00,45691.5,45151.894531
2025-05-06 오후 1:10:00,46126.28125,45569.03125
2025-05-06 오후 1:15:00,46171.535156,45642.609375
2025-05-06 오후 1:20:00,46549.34375,46003.210938
2025-05-06 오후 1:25:00,46986.734375,46441.273438
2025-05-06 오후 1:30:00,47095.074219,46545.539062
2025-05-06 오후 1:35:00,47095.15625,46552.671875
2025-05-06 오후 1:40:00,47282.148438,46738.6875
2025-05-06 오후 1:45:00,47556.621094,47005.664062
2025-05-06 오후 1:50:00,47665.625,47120.082031
2025-05-06 오후 1:55:00,47591.285156,47032.851562
2025-05-06 오후 2:00:00,47873.464844,47329.671875
2025-05-06 오후 2:05:00,47835.496094,47270.585938
2025-05-06 오후 2:10:00,47855.210938,47312.703125
2025-05-06 오후 2:15:00,47951.789062,47397.097656
2025-05-06 오후 2:20:00,47969.558594,47419.722656
2025-05-06 오후 2:25:00,47810.078125,47259.914062
2025-05-06 오후 2:30:00,47539.640625,46987.277344
2025-05-06 오후 2:35:00,47533.175781,46988.957031
2025-05-06 오후 2:40:00,47599.355469,47049.980469
2025-05-06 오후 2:45:00,47282.660156,46732.742188
2025-05-06 오후 2:50:00,47241.570312,46694.734375
2025-05-06 오후 2:55:00,47029.410156,46478.46875
2025-05-06 오후 3:00:00,46790.285156,46262.523438
2025-05-06 오후 3:05:00,46624.300781,46090.792969
2025-05-06 오후 3:10:00,46497.589844,45952.203125
2025-05-06 오후 3:15:00,46417.941406,45874.601562
2025-05-06 오후 3:20:00,46352.460938,45810.625
2025-05-06 오후 3:25:00,46145.941406,45589.105469
2025-05-06 오후 3:30:00,46118.660156,45581.246094
2025-05-06 오후 3:35:00,45718.566406,45179.984375
2025-05-06 오후 3:40:00,45506.5,44954.933594
2025-05-06 오후 3:45:00,45518.785156,44994.933594
2025-05-06 오후 3:50:00,45515.894531,44960.320312
2025-05-06 오후 3:55:00,45545.308594,44993.246094
2025-05-06 오후 4:00:00,45633.902344,45082.953125
2025-05-06 오후 4:05:00,45417.761719,44876.871094
2025-05-06 오후 4:10:00,45557.859375,44998.417969
2025-05-06 오후 4:15:00,45691.722656,45157.632812
2025-05-06 오후 4:20:00,45832.035156,45294.570312
2025-05-06 오후 4:25:00,45885.140625,45338.957031
2025-05-06 오후 4:35:00,46038.003906,45494.761719
2025-05-06 오후 4:40:00,46052.046875,45515.671875
2025-05-06 오후 4:45:00,46202.261719,45663.113281
2025-05-06 오후 4:50:00,46501.203125,45965.910156
2025-05-06 오후 4:55:00,46711.019531,46176.523438
2025-05-06 오후 5:00:00,46704.003906,46181.320312
2025-05-06 오후 5:05:00,46437.691406,45904.324219
2025-05-06 오후 5:10:00,46498.113281,45963.503906
2025-05-06 오후 5:15:00,47033.566406,46520.472656
2025-05-06 오후 5:20:00,46988.640625,46449.777344
2025-05-06 오후 5:25:00,47375.890625,46840.855469
2025-05-06 오후 5:30:00,47511.304688,46981.59375
2025-05-06 오후 5:35:00,47896.691406,47356.019531
2025-05-06 오후 5:40:00,47959.835938,47425.566406
2025-05-06 오후 5:45:00,48532.359375,47989.574219
2025-05-06 오후 5:50:00,48768.941406,48230.90625
2025-05-06 오후 5:55:00,49413.867188,48872.570312
2025-05-06 오후 6:00:00,49666.117188,49123.300781
2025-05-06 오후 6:05:00,49484.890625,48939.707031
2025-05-06 오후 6:10:00,50169.726562,49626.519531
2025-05-06 오후 6:20:00,50893.566406,50359.796875
2025-05-06 오후 6:25:00,51243.125,50719.953125
2025-05-06 오후 6:30:00,51162.058594,50629.167969
2025-05-06 오후 6:35:00,51279.796875,50740.503906
2025-05-06 오후 6:40:00,51564.753906,51030.652344
2025-05-06 오후 6:45:00,52114.65625,51559.636719
2025-05-06 오후 6:50:00,52266.382812,51700.957031
2025-05-06 오후 6:55:00,52310.632812,51757.058594
2025-05-06 오후 7:00:00,52854.144531,52287.648438
2025-05-06 오후 7:05:00,52742.992188,52180.554688
2025-05-06 오후 7:10:00,53092.324219,52535.8125
2025-05-06 오후 7:15:00,53250.015625,52671.210938
2025-05-06 오후 7:20:00,53439.304688,52879.746094
2025-05-06 오후 7:25:00,53564.132812,52996.839844
2025-05-06 오후 7:30:00,54048.066406,53458.363281
2025-05-06 오후 7:35:00,54432.039062,53848.96875
2025-05-06 오후 7:40:00,54444.550781,53860.9375
2025-05-06 오후 7:45:00,54747.207031,54155.589844
2025-05-06 오후 7:50:00,54769.855469,54175.175781
2025-05-06 오후 7:55:00,54462.179688,53872.75
2025-05-06 오후 8:00:00,54105.320312,53506.902344
2025-05-06 오후 8:05:00,54265.308594,53686.246094
2025-05-06 오후 8:10:00,54149.132812,53564.003906
2025-05-06 오후 8:15:00,54226.007812,53630.640625
2025-05-06 오후 8:20:00,54272.316406,53670.210938
2025-05-06 오후 8:25:00,54321.050781,53734.179688
2025-05-06 오후 8:30:00,54537.46875,53943.972656
2025-05-06 오후 8:35:00,54190.40625,53593.707031
2025-05-06 오후 8:40:00,54130.660156,53541.179688
2025-05-06 오후 8:45:00,54106.527344,53500.671875
2025-05-06 오후 8:50:00,54019.730469,53401.722656
2025-05-06 오후 8:55:00,53822.914062,53226.328125
2025-05-06 오후 9:05:00,53584.382812,52994.53125
2025-05-06 오후 9:10:00,53579.113281,52991.304688
2025-05-06 오후 9:15:00,53556.117188,52959.042969
2025-05-06 오후 9:20:00,53359.53125,52780.171875
