t,R
5.2,0.999334443
5.21,0.999334443
5.22,0.999334443
5.23,0.999334443
5.24,0.999334443
5.25,0.999334443
5.26,0.999334443
5.27,0.999334443
5.28,0.999334443
5.29,0.999334443
5.3,0.999334443
5.31,0.999334443
5.32,0.999334443
5.33,0.999334443
5.34,0.999334443
5.35,0.999334443
5.36,0.999334443
5.37,0.999334443
5.38,0.999334443
5.39,0.999334443
5.4,0.999334443
5.41,0.999334443
5.42,0.999334443
5.43,0.999334443
5.44,0.999334443
5.45,0.999334443
5.46,0.999334443
5.47,0.999334443
5.48,0.999334443
5.49,0.999334443
5.5,0.999334443
5.51,0.999334443
5.52,0.999334443
5.53,0.999334443
5.54,0.999334443
5.55,0.999334443
5.56,0.999334443
5.57,0.999334443
5.58,0.999334443
5.59,0.999334443
5.6,0.999334443
5.61,0.999334443
5.62,0.999334443
5.63,0.999334443
5.64,0.999334443
5.65,0.999334443
5.66,0.999334443
5.67,0.999334443
5.68,0.999334443
5.69,0.999334443
5.7,0.999334443
5.71,0.999334443
5.72,0.999334443
5.73,0.999334443
5.74,0.999334443
5.75,0.999334443
5.76,0.999334443
5.77,0.999334443
5.78,0.999334443
5.79,0.999334443
5.8,0.999334443
5.81,0.999334443
5.82,0.999334443
5.83,0.999334443
5.84,0.999334443
5.85,0.999334443
5.86,0.999334443
5.87,0.999334443
5.88,0.999334443
5.89,0.999334443
5.9,0.999334443
5.91,0.999334443
5.92,0.999334443
5.93,0.999334443
5.94,0.999334443
5.95,0.999334443
5.96,0.999334443
5.97,0.999334443
5.98,0.999334443
5.99,0.999334443
6,0.999334443
6.01,0.999334443
6.02,0.999334443
6.03,0.999334443
6.04,0.999334443
6.05,0.999334443
6.06,0.999334443
6.07,0.999334443
6.08,0.999334443
6.09,0.999334443
6.1,0.999334443
6.11,0.999334443
6.12,0.999334443
6.13,0.999334443
6.14,0.999334443
6.15,0.999334443
6.16,0.999334443
6.17,0.999334443
6.18,0.999334443
6.19,0.999334443
6.2,0.999334443
6.21,0.999334443
6.22,0.999334443
6.23,0.999334443
6.24,0.999334443
6.25,0.999334443
6.26,0.999334443
6.27,0.999334443
6.28,0.999334443
6.29,0.999334443
6.3,0.999334443
6.31,0.999334443
6.32,0.999334443
6.33,0.999334443
6.34,0.999334443
6.35,0.999334443
6.36,0.999334443
6.37,0.999334443
6.38,0.999334443
6.39,0.999334443
6.4,0.999334443
6.41,0.999334443
6.42,0.999334443
6.43,0.999334443
6.44,0.999334443
6.45,0.999334443
6.46,0.999334443
6.47,0.999334443
6.48,0.999334443
6.49,0.999334443
6.5,0.999334443
6.51,0.999334443
6.52,0.999334443
6.53,0.999334443
6.54,0.999334443
6.55,0.999334443
6.56,0.999334443
6.57,0.999334443
6.58,0.999334443
6.59,0.999334443
6.6,0.999334443
6.61,0.999334443
6.62,0.999334443
6.63,0.999334443
6.64,0.999334443
6.65,0.999334443
6.66,0.999334443
6.67,0.999334443
6.68,0.999334443
6.69,0.999334443
6.7,0.999334443
6.71,0.999334443
6.72,0.999334443
6.73,0.999334443
6.74,0.999334443
6.75,0.999334443
6.76,0.999334443
6.77,0.999334443
6.78,0.999334443
6.79,0.999334443
6.8,0.999334443
6.81,0.999334443
6.82,0.999334443
6.83,0.999334443
6.84,0.999334443
6.85,0.999334443
6.86,0.999334443
6.87,0.999334443
6.88,0.999334443
6.89,0.999334443
6.9,0.999334443
6.91,0.999334443
6.92,0.999334443
6.93,0.999334443
6.94,0.999334443
6.95,0.999334443
6.96,0.999334443
6.97,0.999334443
6.98,0.999334443
6.99,0.999334443
7,0.999334443
7.01,0.999334443
7.02,0.999334443
7.03,0.999334443
7.04,0.999334443
7.05,0.999334443
7.06,0.999334443
7.07,0.999334443
7.08,0.999334443
7.09,0.999334443
7.1,0.999334443
7.11,0.999334443
7.12,0.999334443
7.13,0.999334443
7.14,0.999334443
7.15,0.999334443
7.16,0.999334443
7.17,0.999334443
7.18,0.999334443
7.19,0.999334443
7.2,0.999334443
7.21,0.999334443
7.22,0.999334443
7.23,0.999334443
7.24,0.999334443
7.25,0.999334443
7.26,0.999334443
7.27,0.999334443
7.28,0.999334443
7.29,0.999334443
7.3,0.999334443
7.31,0.999334443
7.32,0.999334443
7.33,0.999334443
7.34,0.999334443
7.35,0.999334443
7.36,0.999334443
7.37,0.999334443
7.38,0.999334443
7.39,0.999334443
7.4,0.999334443
7.41,0.999334443
7.42,0.999334443
7.43,0.999334443
7.44,0.999334443
7.45,0.999334443
7.46,0.999334443
7.47,0.999334443
7.48,0.999334443
7.49,0.999334443
7.5,0.999334443
7.51,0.999334443
7.52,0.999334443
7.53,0.999334443
7.54,0.999334443
7.55,0.999334443
7.56,0.999334443
7.57,0.999334443
7.58,0.999334443
7.59,0.999334443
7.6,0.999334443
7.61,0.999334443
7.62,0.999334443
7.63,0.999334443
7.64,0.999334443
7.65,0.999334443
7.66,0.999334443
7.67,0.999334443
7.68,0.999334443
7.69,0.999334443
7.7,0.999334443
7.71,0.999334443
7.72,0.999334443
7.73,0.999334443
7.74,0.999334443
7.75,0.999334443
7.76,0.999334443
7.77,0.999334443
7.78,0.999334443
7.79,0.999334443
7.8,0.999334443
7.81,0.999334443
7.82,0.999334443
7.83,0.999334443
7.84,0.999334443
7.85,0.999334443
7.86,0.999334443
7.87,0.999334443
7.88,0.999334443
7.89,0.999334443
7.9,0.999334443
7.91,0.999334443
7.92,0.999334443
7.93,0.999334443
7.94,0.999334443
7.95,0.999334443
7.96,0.999334443
7.97,0.999334443
7.98,0.999334443
7.99,0.999334443
8,0.999334443
8.01,0.999334443
8.02,0.999334443
8.03,0.999334443
8.04,0.999334443
8.05,0.999334443
8.06,0.999334443
8.07,0.999334443
8.08,0.999334443
8.09,0.999334443
8.1,0.999334443
8.11,0.999334443
8.12,0.999334443
8.13,0.999334443
8.14,0.999334443
8.15,0.999334443
8.16,0.999334443
8.17,0.999334443
8.18,0.999334443
8.19,0.999334443
8.2,0.999334443
8.21,0.999334443
8.22,0.999334443
8.23,0.999334443
8.24,0.999334443
8.25,0.999334443
8.26,0.999334443
8.27,0.999334443
8.28,0.999334443
8.29,0.999334443
8.3,0.999334443
8.31,0.999334443
8.32,0.999334443
8.33,0.999334443
8.34,0.999334443
8.35,0.999334443
8.36,0.999334443
8.37,0.999334443
8.38,0.999334443
8.39,0.999334443
8.4,0.999334443
8.41,0.999334443
8.42,0.999334443
8.43,0.999334443
8.44,0.999334443
8.45,0.999334443
8.46,0.999334443
8.47,0.999334443
8.48,0.999334443
8.49,0.999334443
8.5,0.999334443
8.51,0.999334443
8.52,0.999334443
8.53,0.999334443
8.54,0.999334443
8.55,0.999334443
8.56,0.999334443
8.57,0.999334443
8.58,0.999334443
8.59,0.999334443
8.6,0.999334443
8.61,0.999334443
8.62,0.999334443
8.63,0.999334443
8.64,0.999334443
8.65,0.999334443
8.66,0.999334443
8.67,0.999334443
8.68,0.999334443
8.69,0.999334443
8.7,0.999334443
8.71,0.999334443
8.72,0.999334443
8.73,0.999334443
8.74,0.999334443
8.75,0.999334443
8.76,0.999334443
8.77,0.999334443
8.78,0.999334443
8.79,0.999334443
8.8,0.999334443
8.81,0.999334443
8.82,0.999334443
8.83,0.999334443
8.84,0.999334443
8.85,0.999334443
8.86,0.999334443
8.87,0.999334443
8.88,0.999334443
8.89,0.999334443
8.9,0.999334443
8.91,0.999334443
8.92,0.999334443
8.93,0.999334443
8.94,0.999334443
8.95,0.999334443
8.96,0.999334443
8.97,0.999334443
8.98,0.999334443
8.99,0.999334443
9,0.999334443
9.01,0.999334443
9.02,0.999334443
9.03,0.999334443
9.04,0.999334443
9.05,0.999334443
9.06,0.999334443
9.07,0.999334443
9.08,0.999334443
9.09,0.999334443
9.1,0.999334443
9.11,0.999334443
9.12,0.999334443
9.13,0.999334443
9.14,0.999334443
9.15,0.999334443
9.16,0.999334443
9.17,0.999334443
9.18,0.999334443
9.19,0.999334443
9.2,0.999334443
9.21,0.999334443
9.22,0.999334443
9.23,0.999334443
9.24,0.999334443
9.25,0.999334443
9.26,0.999334443
9.27,0.999334443
9.28,0.999334443
9.29,0.999334443
9.3,0.999334443
9.31,0.999334443
9.32,0.999334443
9.33,0.999334443
9.34,0.999334443
9.35,0.999334443
9.36,0.999334443
9.37,0.999334443
9.38,0.999334443
9.39,0.999334443
9.4,0.999334443
9.41,0.999334443
9.42,0.999334443
9.43,0.999334443
9.44,0.999334443
9.45,0.999334443
9.46,0.999334443
9.47,0.999334443
9.48,0.999334443
9.49,0.999334443
9.5,0.999334443
9.51,0.999334443
9.52,0.999334443
9.53,0.999334443
9.54,0.999334443
9.55,0.999334443
9.56,0.999334443
9.57,0.999334443
9.58,0.999334443
9.59,0.999334443
9.6,0.999334443
9.61,0.999334443
9.62,0.999334443
9.63,0.999334443
9.64,0.999334443
9.65,0.999334443
9.66,0.999334443
9.67,0.999334443
9.68,0.999334443
9.69,0.999334443
9.7,0.999334443
9.71,0.999334443
9.72,0.999334443
9.73,0.999334443
9.74,0.999334443
9.75,0.999334443
9.76,0.999334443
9.77,0.999334443
9.78,0.999334443
9.79,0.999334443
9.8,0.999334443
9.81,0.999334443
9.82,0.999334443
9.83,0.999334443
9.84,0.999334443
9.85,0.999334443
9.86,0.999334443
9.87,0.999334443
9.88,0.999334443
9.89,0.999334443
9.9,0.999334443
9.91,0.999334443
9.92,0.999334443
9.93,0.999334443
9.94,0.999334443
9.95,0.999334443
9.96,0.999334443
9.97,0.999334443
9.98,0.999334443
9.99,0.999334443
10,0.999334443
